_id,p1,p2,p1_selected,p2_selected,p1_turn,Moves,active_player,most recent activity,p1c1,p1c2,p1c1_health,p1c2_health,p2c1_health,p2c2_health,usernames,p2c1,p2c2,start_time,p1_abandon,p1c1_stun,p1c2_stun,p2_abandon,p2c1_stun,p2c2_stun,elo_scores_at_end,skill_points_at_end,end_time,winner,seen_by_one,balance_code
49,,,TRUE,TRUE,TRUE,"['p2Rp1M_34', 'p1Kp2R_87', 'p2Rp1M_9', 'p1Kp2R_87', 'p2Hp1M_87', 'p1Kp2H_50', 'p2Hp1Mp2H_42', 'p1Kp2H_8', 'p2Hp1Kp2H_90', 'p1Kp2H_89', 'p2Hp1Kp2H_11', 'p1Kp2H_6', 'p2Hp1Kp2H_72', 'p1Kp2H_3', 'p2Hp1Kp2H_25', 'p1Kp2H_89', 'p2Hp1Kp2H_53', 'p1Kp2H_24', 'p2Hp1Kp2H_40']",cptKav,"['2020-04-04 18:16:40.449000', 'p2']",Monk,Knight,0,0,4,0,"['cptKav', 'demander']",Healer,Rogue,34:04.2,0,0,0,0,0,0,"{'demander': 1211.980046142773, 'cptKav': 1260.8127200928543}","{'demander': 113, 'cptKav': 200}",16:48.1,2,1,
50,,,TRUE,TRUE,FALSE,"['p1Rp2A_17', 'p2Ap1R_59p1H_4', 'p1Rp2A_26', 'p2Ap1R_76p1H_72', 'p1Rp2A_71', 'p2Hp1H_93', 'p1Hp2Hp1R_44', 'p2Hp1Hp2H_81', 'p1Hp2Hp1R_51', 'p2Hp1Hp2H_2', 'p1Hp2Hp1R_16', 'p2Hp1Hp2H_62', 'p1Hp2Hp1R_3', 'p2Hp1Hp2H_58', 'p1Rp2H_5', 'p2Hp1Rp2H_5', 'p1Rp2H_65', 'p2Hp1Rp2H_9', 'p1Rp2H_66']",Marta,"['2020-04-04 18:21:28.618000', 'p1']",Rogue,Healer,7,0,0,0,"['demander', 'Marta']",Archer,Healer,57:52.8,0,0,0,0,0,0,"{'demander': 1229.2657964782406, 'Marta': 1166.7142496645324}","{'demander': 152, 'Marta': 0}",21:31.3,1,1,
51,,,FALSE,FALSE,FALSE,[],none,"['2020-04-04 18:30:55.894000', 'CalHaribo']",,,,,,,,,,,,,,,,,,,,,,
52,,,TRUE,TRUE,FALSE,"['p1Ap2K_70', 'p2Ap1A_97p1H_83', 'p1Ap2K_52p2A_86', 'p2Kp1A_37', 'p1Hp2Kp1A_27', 'p2Ap1A_78p1H_99', 'p1Ap2K_32p2A_44', 'p2Kp1H_90', 'p1Ap2K_69p2A_91', 'p2Ap1A_46p1H_67', 'p1Ap2A_3', 'p2Ap1A_58', 'p1Ap2A_90']",Marta,"['2020-04-04 18:32:22.012000', 'p1']",Archer,Healer,1,0,0,0,"['CalHaribo', 'Marta']",Knight,Archer,17:46.0,0,0,0,0,0,0,"{'CalHaribo': 1234.2545898431338, 'Marta': 1148.4596598213986}","{'CalHaribo': 80, 'Marta': 0}",32:24.9,1,1,
53,,,TRUE,TRUE,TRUE,"['p1Rp2G_16', 'p2Ap1R_38p1A_81', 'p1Rp2G_85', 'p2Ap1R_91p1A_26', 'p1Rp2G_31', 'p2Ap1R_74p1A_0', 'p1Rp2A_31', 'p2Ap1R_60p1A_44', 'p1Ap2A_40', 'p2Ap1A_98']",CalHaribo,"['2020-04-04 19:39:13.843000', 'p2']",Rogue,Archer,0,0,0,3,"['CalHaribo', 'cptKav']",Gunner,Archer,29:20.5,0,0,0,0,0,0,"{'cptKav': 1278.0333905979098, 'CalHaribo': 1217.0339193380782}","{'cptKav': 238, 'CalHaribo': 72}",39:15.0,2,1,
54,,,TRUE,TRUE,TRUE,"['p1Ap2A_87p2R_93', 'p2Ap1A_39p1K_62', 'p1Ap2A_2p2R_42', 'p2Ap1A_57p1K_18', 'p1Kp2R_30', 'p2Ap1A_92p1K_11', 'p1Kp2R_27', 'p2Ap1A_96p1K_47', 'p1Kp2R_94', 'p2Ap1K_73', 'p1Kp2A_48', 'p2Ap1K_79']",probablytom,"['2020-04-04 20:02:59.490000', 'p2']",Archer,Knight,0,0,2,0,"['probablytom', 'Marta']",Archer,Rogue,25:15.6,0,0,0,0,0,0,"{'Marta': 1160.4608796891853, 'probablytom': 1225.1696853426238}","{'Marta': 41, 'probablytom': 137}",03:01.2,2,1,
55,,,TRUE,TRUE,TRUE,"['p1Ap2K_14p2H_93', 'p2Kp1R_66', 'p1Ap2K_79p2H_89', 'p2Kp1R_67', 'p1Ap2K_22p2H_64', 'p2Hp1Ap2K_36', 'p1Ap2K_8p2H_60', 'p2Kp1A_44', 'p1Ap2K_4p2H_59', 'p2Kp1A_28', 'p1Ap2K_50', 'p2Kp1A_57']",probablytom,"['2020-04-04 21:41:00.578000', 'p2']",Rogue,Archer,0,0,5,0,"['probablytom', 'CalHaribo']",Knight,Healer,03:01.1,0,0,0,0,0,0,"{'CalHaribo': 1232.6593219337897, 'probablytom': 1209.5442827469124}","{'CalHaribo': 113, 'probablytom': 127}",41:05.6,2,1,
56,,,FALSE,FALSE,FALSE,[],none,"['2020-04-04 21:57:10.743000', 'probablytom']",,,,,,,,,,,,,,,,,,,,,,
57,,,TRUE,TRUE,FALSE,"['p1Rp2B_52', 'p2Bp1K_90', 'p1Kp2W_79', 'p2Wp1K_80', 'p1Rp2W_37', 'p2Bp1R_96', 'p1Kp2B_57', 'p2Bp1R_85', 'p1Kp2B_53']",probablytom,"['2020-04-04 23:30:04.467000', 'p1']",Rogue,Knight,0,5,0,0,"['cute320215', 'probablytom']",Barbarian,Wizard,41:08.9,0,0,0,0,0,0,"{'cute320215': 1215.5605800650678, 'probablytom': 1193.9837026818445}","{'cute320215': 41, 'probablytom': 116}",30:10.8,1,1,
58,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 10:45:35.716000', 'p1']",Knight,Rogue,99,99,99,99,"['georgedo', 'Smellinda']",,,,,,,,,,,,,,,
59,,,TRUE,TRUE,FALSE,"['p1Rp2W_98', 'p2Wp1R_12', 'p1Rp2W_61', 'p2Rp1W_76', 'p1Wp2R_13', 'p2Rp1W_26', 'p1Rp2R_29', 'p2Rp1R_44', 'p1Rp2R_26']",BestWilliam,"['2020-04-05 08:02:07.910000', 'p1']",Wizard,Rogue,0,5,0,0,"['CalHaribo', 'BestWilliam']",Rogue,Wizard,38:10.8,0,0,0,0,0,0,"{'CalHaribo': 1248.1292568083893, 'BestWilliam': 1228.7038187417493}","{'CalHaribo': 163, 'BestWilliam': 148}",02:11.5,1,1,
60,,,TRUE,TRUE,TRUE,"['p2Kp1H_11', 'p1Mp2K_22', 'p1Mp2K_76', 'p1Mp2K_47', 'p1Mp2K_46', 'p1Mp2K_57', 'p1Mp2K_72', 'p1Mp2K_99', 'p1Mp2K_62', 'p1Mp2K_1', 'p2Kp1H_68', 'p1Mp2K_44', 'p1Mp2K_3', 'p2Kp1H_96', 'p1Mp2K_15', 'p2Kp1M_51', 'p1Mp2K_15', 'p2Rp1M_56', 'p1Hp2Kp1H_55', 'p2Rp1H_56']",Mageofheart,"['2020-04-05 09:03:56.292000', 'p2']",Monk,Healer,0,0,0,8,"['Mageofheart', 'BestWilliam']",Knight,Rogue,36:18.2,0,0,0,0,0,0,"{'BestWilliam': 1248.734566802296, 'Mageofheart': 1119.221006641989}","{'BestWilliam': 187, 'Mageofheart': 45}",03:57.4,2,1,
61,,,TRUE,TRUE,FALSE,"['p2Bp1B_53', 'p1Bp2K_99', 'p2Bp1B_48', 'p1Bp2K_55', 'p2Kp1B_30', 'p1Bp2K_73', 'p2Bp1B_2', 'p1Bp2B_80', 'p2Bp1B_98', 'p1Bp2B_40']",probablytom,"['2020-04-05 09:30:02.020000', 'p1']",Healer,Barbarian,10,1,0,0,"['Mageofheart', 'probablytom']",Barbarian,Knight,30:36.7,0,0,0,0,0,0,"{'Mageofheart': 1131.8302322154223, 'probablytom': 1181.3744771084114}","{'Mageofheart': 86, 'probablytom': 115}",30:03.1,1,1,
62,,,TRUE,TRUE,TRUE,"['p2Ap1B_28p1R_58', 'p1Bp2A_40', 'p2Ap1B_69p1R_53', 'p1Rp2A_9', 'p2Hp1Rp2A_89', 'p1Bp2A_98', 'p2Hp1Rp2A_44', 'p1Bp2A_40', 'p2Hp1Bp2A_94', 'p1Bp2A_39', 'p2Hp1B_52', 'p1Bp2H_93', 'p2Hp1Bp2H_94']",Ellen,"['2020-04-05 10:09:47.527000', 'p2']",Barbarian,Rogue,0,0,0,6,"['Ellen', 'Marta']",Archer,Healer,39:48.8,0,0,0,0,0,0,"{'Marta': 1169.9128817444039, 'Ellen': 1302.0425493022126}","{'Marta': 93, 'Ellen': 278}",09:49.0,2,1,
63,,,TRUE,TRUE,FALSE,"['p1Rp2R_65', 'p2Rp1R_91', 'p1Rp2R_30', 'p2Kp1R_53', 'p1Rp2K_99', 'p2Kp1R_12', 'p1Rp2K_27', 'p2Kp1R_40', 'p1Kp2K_56']",probablytom,"['2020-04-05 10:26:35.964000', 'p1']",Knight,Rogue,10,0,0,0,"['georgedo', 'probablytom']",Rogue,Knight,03:50.2,0,0,0,0,0,0,"{'georgedo': 1200.1209074959172, 'probablytom': 1165.2535696124942}","{'georgedo': 51, 'probablytom': 104}",26:36.8,1,1,
64,,,FALSE,TRUE,FALSE,[],none,"['2020-04-04 10:23:08.772000', 'p2']",,,99,99,99,99,"['Royce', 'BestWilliam']",Rogue,Archer,,,,,,,,,,,,,
65,,,FALSE,TRUE,FALSE,[],none,"['2020-04-05 08:02:27.888000', 'p2']",,,99,99,99,99,"['Marilu', 'BestWilliam']",Barbarian,Knight,,,,,,,,,,,,,
66,,,TRUE,TRUE,FALSE,"['p2Kp1R_24', 'p1Rp2A_27', 'p2Kp1R_27', 'p1Rp2A_64', 'p2Kp1R_61', 'p1Rp2K_97', 'p2Kp1R_13', 'p1Rp2K_49', 'p2Kp1R_84', 'p1Kp2K_80']",Sabotage,"['2020-04-05 10:26:42.396000', 'p1']",Knight,Rogue,10,0,0,0,"['georgedo', 'Sabotage']",Knight,Archer,46:31.2,0,0,0,0,0,0,"{'georgedo': 1221.715998970916, 'Sabotage': 1051.6791033936313}","{'georgedo': 91, 'Sabotage': 33}",26:43.4,1,1,
67,,,TRUE,TRUE,FALSE,"['p1Kp2A_41', 'p2Ap1K_36p1R_81', 'p1Rp2A_50']",alanismcq,"['2020-04-04 10:58:07.864000', 'p1']",Knight,Rogue,8,6,0,10,"['cptKav', 'alanismcq']",Archer,Knight,36:14.0,0,0,0,0,0,0,,,,,,
68,,,TRUE,TRUE,TRUE,"['p2Ap1R_57p1A_32', 'p1Ap2H_50', 'p2Ap1R_90p1A_60']",Avodado14,"['2020-04-04 11:24:09.559000', 'p2']",Rogue,Archer,4,4,8,8,"['Avodado14', 'cptKav']",Healer,Archer,23:02.0,0,0,0,0,0,0,,,,,,
69,,,TRUE,TRUE,FALSE,['p1Kp2H_5'],Royce,"['2020-04-04 08:12:49.875000', 'p1']",Knight,Rogue,10,8,10,10,"['cptKav', 'Royce']",Knight,Healer,12:44.9,0,0,0,0,0,0,,,,,,
70,,,TRUE,TRUE,TRUE,"['p1Ap2K_39p2B_10', 'p2Kp1A_32', 'p1Ap2K_56p2B_45', 'p2Kp1A_0', 'p1Ap2K_59p2B_99', 'p2Kp1A_87', 'p1Ap2K_58p2B_33', 'p2Kp1A_92', 'p1Bp2K_40', 'p2Bp1B_29', 'p1Bp2B_93', 'p2Bp1B_73']",CalHaribo,"['2020-04-05 11:24:01.832000', 'p2']",Barbarian,Archer,0,0,0,1,"['CalHaribo', 'BestWilliam']",Knight,Barbarian,34:43.3,0,0,0,0,0,0,"{'BestWilliam': 1264.7624423294644, 'CalHaribo': 1232.101381281221}","{'BestWilliam': 227, 'CalHaribo': 154}",24:03.2,2,1,
71,,,TRUE,TRUE,FALSE,"['p2Kp1B_7', 'p1Kp2A_10', 'p2Kp1B_23', 'p1Kp2A_2', 'p2Ap1B_28', 'p1Kp2A_39', 'p2Kp1B_58', 'p1Kp2K_15', 'p2Kp1B_9', 'p1Kp2K_58', 'p2Ap1B_4', 'p1Kp2K_51', 'p2Ap1B_81p1K_33', 'p1Bp2A_56', 'p2Ap1B_71', 'p1Kp2K_90', 'p2Ap1K_43', 'p1Kp2A_3', 'p2Ap1K_70', 'p1Kp2A_90']",Super_Ia,"['2020-04-05 11:59:17.507000', 'p1']",Barbarian,Knight,0,4,0,0,"['BestWilliam', 'Super_Ia']",Knight,Archer,41:28.8,0,0,0,0,0,0,"{'BestWilliam': 1283.7107945845564, 'Super_Ia': 1181.051647744908}","{'BestWilliam': 265, 'Super_Ia': 0}",59:18.7,1,1,
72,,,TRUE,TRUE,TRUE,"['p1Rp2H_64', 'p2Rp1R_84']",Avodado14,"['2020-04-04 11:19:35.100000', 'p2']",Rogue,Knight,5,10,8,7,"['Avodado14', 'Ellen']",Rogue,Healer,18:33.4,0,0,0,0,0,0,,,,,,
73,,,TRUE,TRUE,TRUE,"['p2Ap1R_6p1H_7', 'p1Hp2R_81', 'p2Ap1R_74p1H_44', 'p1Rp2R_81', 'p2Ap1R_1p1H_62', 'p1Rp2R_31', 'p2Ap1R_7p1H_75', 'p1Rp2A_68', 'p2Ap1R_86p1H_57']",Avodado14,"['2020-04-04 11:23:56.037000', 'p2']",Rogue,Healer,4,2,5,0,"['Avodado14', 'Ellen']",Archer,Rogue,18:20.8,0,0,0,0,0,0,,,,,,
74,,,TRUE,TRUE,FALSE,"['p1Kp2K_77', 'p2Mp1K_40', 'p2Mp1K_97', 'p2Mp1K_77', 'p2Mp1K_1', 'p1Kp2K_41', 'p2Kp1K_9', 'p1Bp2K_80', 'p2Mp1K_59', 'p2Mp1K_91', 'p2Mp1K_51', 'p2Mp1K_20', 'p2Mp1K_46', 'p2Mp1K_75', 'p2Mp1K_11', 'p1Kp2M_41', 'p2Mp1K_24', 'p2Mp1B_27', 'p2Mp1B_94', 'p2Mp1B_74', 'p2Mp1B_81', 'p2Mp1B_36', 'p2Mp1B_64', 'p2Mp1B_0', 'p1Bp2M_30']",cptKav,"['2020-04-05 12:19:09.302000', 'p1']",Barbarian,Knight,4,0,0,0,"['BestWilliam', 'cptKav']",Monk,Knight,40:55.3,0,0,0,0,0,0,"{'BestWilliam': 1297.1778926929705, 'cptKav': 1325.7114575623539}","{'BestWilliam': 306, 'cptKav': 351}",19:10.6,1,1,
75,,,TRUE,TRUE,FALSE,"['p2Ap1M_95', 'p1Mp2A_7', 'p2Ap1M_29', 'p1Mp2R_79', 'p1Mp2R_81', 'p1Mp2R_70', 'p1Rp2R_96', 'p2Ap1M_1', 'p1Mp2A_69', 'p1Mp2A_92', 'p1Mp2A_40', 'p1Rp2A_84']",Super_Ia,"['2020-04-05 12:26:24.957000', 'p1']",Rogue,Monk,8,3,0,0,"['Ellen', 'Super_Ia']",Archer,Rogue,19:46.0,0,0,0,0,0,0,"{'Ellen': 1370.4357765623104, 'Super_Ia': 1134.855868611744}","{'Ellen': 390, 'Super_Ia': 0}",26:27.1,1,1,
76,,,TRUE,TRUE,FALSE,"['p2Rp1W_56', 'p1Hp2Ap1W_95', 'p2Rp1W_48', 'p1Wp2R_71', 'p2Ap1W_62', 'p1Wp2A_77', 'p2Rp1W_77', 'p1Hp2R_18', 'p2Ap1H_59', 'p1Hp2Rp1H_75', 'p2Ap1H_64', 'p1Hp2Rp1H_32', 'p2Ap1H_97', 'p1Hp2Ap1H_82', 'p2Ap1H_15', 'p1Hp2Ap1H_36']",Super_Ia,"['2020-04-05 12:26:21.419000', 'p1']",Healer,Wizard,6,0,0,0,"['cptKav', 'Super_Ia']",Rogue,Archer,41:14.8,0,0,0,0,0,0,"{'cptKav': 1348.0132691383478, 'Super_Ia': 1158.749836168914}","{'cptKav': 388, 'Super_Ia': 0}",26:22.4,1,1,
77,,,TRUE,TRUE,FALSE,"['p1Mp2A_71', 'p1Kp2A_0', 'p2Kp1M_29', 'p1Mp2A_62', 'p1Kp2A_10', 'p2Ap1M_41', 'p1Mp2A_91', 'p1Kp2A_81', 'p2Kp1M_16', 'p1Mp2A_52', 'p1Kp2K_77', 'p2Kp1M_91', 'p1Mp2K_53', 'p1Kp2K_25', 'p2Kp1M_21', 'p1Mp2K_80', 'p1Kp2K_97']",Connman96,"['2020-04-05 12:49:00.141000', 'p1']",Monk,Knight,1,10,0,0,"['Luca1802', 'Connman96']",Knight,Archer,44:53.5,0,0,0,0,0,0,"{'Luca1802': 1187.5627515845918, 'Connman96': 1185.2494930316604}","{'Luca1802': 143, 'Connman96': 0}",49:02.0,1,1,
78,,,TRUE,TRUE,TRUE,"['p2Rp1G_67', 'p1Ap2R_8p2K_14', 'p2Rp1G_43', 'p1Ap2R_51p2K_20', 'p2Kp1A_26', 'p1Ap2R_78p2K_90', 'p2Kp1A_75', 'p1Ap2R_38p2K_27', 'p2Rp1A_48']",Ellen,"['2020-04-05 13:09:46.390000', 'p2']",Archer,Gunner,0,0,2,4,"['Ellen', 'BestWilliam']",Rogue,Knight,19:35.4,0,0,0,0,0,0,"{'BestWilliam': 1309.8533654894873, 'Ellen': 1357.7603037657937}","{'BestWilliam': 346, 'Ellen': 380}",09:47.7,2,1,
79,,,TRUE,TRUE,FALSE,"['p1Ap2A_19p2R_13', 'p2Ap1K_99', 'p1Kp2A_75', 'p2Ap1K_41p1A_60', 'p1Ap2A_0p2R_71', 'p2Ap1K_77p1A_4', 'p1Ap2A_6p2R_57', 'p2Rp1K_47', 'p1Ap2A_0p2R_55', 'p2Ap1A_34', 'p1Ap2A_44p2R_57']",Super_Ia,"['2020-04-05 13:25:21.641000', 'p1']",Knight,Archer,0,4,0,0,"['Connman96', 'Super_Ia']",Archer,Rogue,04:07.1,0,0,0,0,0,0,"{'Connman96': 1203.5540666825061, 'Super_Ia': 1116.5512949608983}","{'Connman96': 40, 'Super_Ia': 0}",25:24.8,1,1,
80,,,FALSE,TRUE,FALSE,[],none,"['2020-04-04 16:20:07.130000', 'p2']",,,99,99,99,99,"['temma', 'BestWilliam']",Knight,Rogue,,,,,,,,,,,,,
81,,,TRUE,TRUE,FALSE,"['p1Mp2R_34', 'p1Mp2R_66', 'p1Mp2R_78', 'p1Rp2R_44', 'p2Bp1M_54', 'p1Mp2B_31', 'p1Mp2B_0', 'p2Bp1M_61', 'p1Mp2B_84', 'p1Mp2B_90', 'p1Mp2B_99', 'p1Mp2B_93', 'p1Rp2B_88']",Ellen,"['2020-04-05 13:39:19.271000', 'p1']",Rogue,Monk,8,1,0,0,"['BestWilliam', 'Ellen']",Barbarian,Rogue,27:21.5,0,0,0,0,0,0,"{'BestWilliam': 1368.098433356304, 'Ellen': 1342.0095444146466}","{'BestWilliam': 459, 'Ellen': 371}",39:20.5,1,1,
82,,,TRUE,TRUE,TRUE,"['p2Mp1R_88', 'p2Mp1R_66', 'p2Mp1R_61', 'p2Mp1R_44', 'p2Mp1R_53', 'p2Mp1R_44', 'p2Mp1R_55', 'p2Mp1R_60', 'p2Mp1M_66', 'p2Mp1M_60', 'p2Mp1M_90', 'p2Mp1M_3', 'p1Mp2M_76', 'p1Mp2M_3', 'p2Mp1M_1', 'p1Mp2M_15', 'p2Mp1M_63', 'p2Mp1M_92', 'p2Mp1M_88', 'p2Mp1M_26']",CalHaribo,"['2020-04-05 13:52:29.054000', 'p2']",Monk,Rogue,0,0,6,10,"['CalHaribo', 'BestWilliam']",Monk,Healer,09:16.3,0,0,0,0,0,0,"{'BestWilliam': 1390.059924692135, 'CalHaribo': 1210.13988994539}","{'BestWilliam': 496, 'CalHaribo': 147}",52:30.0,2,1,
83,,,TRUE,FALSE,FALSE,[],none,"['2020-04-04 11:10:20.979000', 'p1']",Healer,Archer,99,99,99,99,"['Luca1802', 'James']",,,,,,,,,,,,,,,
84,,,TRUE,TRUE,FALSE,"['p2Rp1G_41', 'p1Gp2R_98', 'p2Rp1G_13', 'p1Gp2R_75', 'p2Hp1G_52', 'p1Gp2H_82', 'p2Hp1Gp2H_20', 'p1Gp2H_15', 'p2Hp1Gp2H_39', 'p1Bp2H_23', 'p2Hp1Bp2H_89', 'p1Bp2H_75', 'p2Hp1Bp2H_40', 'p1Bp2H_48', 'p2Hp1Bp2H_22', 'p1Bp2H_91']",BestWilliam,"['2020-04-05 14:07:21.112000', 'p1']",Barbarian,Gunner,4,0,0,0,"['cptKav', 'BestWilliam']",Rogue,Healer,56:44.4,0,0,0,0,0,0,"{'cptKav': 1362.0863470519075, 'BestWilliam': 1375.9868467785752}","{'cptKav': 429, 'BestWilliam': 486}",07:22.2,1,1,
85,,,FALSE,FALSE,FALSE,[],none,"['2020-04-05 14:15:54.741000', 'Luca1802']",,,,,,,,,,,,,,,,,,,,,,
86,,,FALSE,TRUE,FALSE,[],none,"['2020-04-05 01:03:38.273000', 'p2']",,,99,99,99,99,"['Tom_', 'Etess']",Knight,Archer,,,,,,,,,,,,,
87,,,TRUE,TRUE,FALSE,"['p2Ap1M_19p1A_33', 'p1Ap2A_22p2R_8', 'p2Ap1M_59p1A_26', 'p1Ap2A_97p2R_59', 'p2Rp1M_14', 'p1Ap2A_10p2R_90', 'p2Rp1M_73', 'p1Ap2A_98p2R_98', 'p2Rp1A_24', 'p1Ap2A_15p2R_95']",Super_Ia,"['2020-04-05 14:39:13.087000', 'p1']",Monk,Archer,0,4,0,0,"['Mageofheart', 'Super_Ia']",Archer,Rogue,42:36.7,0,0,0,0,0,0,"{'Mageofheart': 1148.5334000477646, 'Super_Ia': 1099.848127128556}","{'Mageofheart': 126, 'Super_Ia': 0}",39:14.6,1,1,
88,,,TRUE,TRUE,TRUE,"['p1Mp2A_43', 'p1Bp2A_85', 'p2Ap1M_38p1B_23', 'p1Mp2A_99', 'p1Bp2A_22', 'p2Ap1M_32p1B_68', 'p1Mp2A_59', 'p1Bp2A_12', 'p2Ap1M_25p1B_7', 'p1Mp2B_88', 'p1Bp2A_8', 'p2Ap1M_73p1B_81', 'p1Bp2A_73', 'p2Bp1B_45', 'p1Bp2B_98', 'p2Bp1B_94']",Luca1802,"['2020-04-05 14:41:45.287000', 'p2']",Monk,Barbarian,0,0,0,4,"['Luca1802', 'CalHaribo']",Archer,Barbarian,09:57.0,0,0,0,0,0,0,"{'CalHaribo': 1227.1781445921238, 'Luca1802': 1170.524496937858}","{'CalHaribo': 187, 'Luca1802': 133}",41:46.9,2,1,
89,,,TRUE,TRUE,FALSE,"['p1Ap2B_55p2R_57', 'p2Rp1A_35', 'p1Ap2B_67p2R_64', 'p2Rp1A_91', 'p1Kp2R_66', 'p2Bp1K_9', 'p1Kp2B_31', 'p2Bp1K_82', 'p1Kp2B_53', 'p2Bp1K_53', 'p1Kp2B_71']",Ellen,"['2020-04-05 15:09:57.803000', 'p1']",Archer,Knight,0,2,0,0,"['Etess', 'Ellen']",Barbarian,Rogue,39:52.0,0,0,0,0,0,0,"{'Etess': 1226.4387755475104, 'Ellen': 1331.5707688671362}","{'Etess': 93, 'Ellen': 358}",09:59.5,1,1,
90,,,TRUE,TRUE,TRUE,"['p1Rp2R_52', 'p2Kp1R_75', 'p1Rp2R_38', 'p2Kp1R_38', 'p1Rp2K_0', 'p2Kp1R_78', 'p1Kp2K_72', 'p2Kp1K_50', 'p1Kp2K_84', 'p2Kp1K_95', 'p1Kp2K_15', 'p2Kp1K_90']",georgedo,"['2020-04-05 15:16:53.093000', 'p2']",Knight,Rogue,0,0,2,0,"['georgedo', 'eggface']",Knight,Rogue,45:55.4,0,0,0,0,0,0,"{'eggface': 1231.736792266368, 'georgedo': 1205.979206704548}","{'eggface': 90, 'georgedo': 81}",16:56.6,2,1,
91,,,TRUE,TRUE,TRUE,"['p1Ap2K_15p2R_48', 'p2Kp1R_76', 'p1Rp2K_40', 'p2Rp1R_91', 'p1Ap2R_70', 'p2Kp1A_80', 'p1Ap2R_56', 'p2Rp1A_55']",alan,"['2020-04-05 13:33:55.662000', 'p2']",Rogue,Archer,0,0,5,2,"['alan', 'BestWilliam']",Knight,Rogue,48:23.2,0,0,0,0,0,0,"{'BestWilliam': 1352.347674005157, 'alan': 1178.2537205657711}","{'BestWilliam': 420, 'alan': 4}",33:56.8,2,1,
92,,,TRUE,TRUE,TRUE,"['p1Ap2H_79p2A_2', 'p2Ap1K_60p1A_35', 'p1Ap2H_47p2A_95', 'p2Hp1Ap2A_23', 'p1Ap2H_23p2A_58', 'p2Hp1Ap2H_37', 'p1Ap2H_43p2A_9', 'p2Hp1Ap2H_88', 'p1Kp2H_27', 'p2Hp1Kp2H_38', 'p1Kp2H_72', 'p2Hp1Kp2H_39', 'p1Kp2H_36', 'p2Hp1Kp2A_85', 'p1Kp2H_73', 'p2Ap1K_92']",Etess,"['2020-04-05 16:06:19.766000', 'p2']",Knight,Archer,0,0,0,6,"['Etess', 'Marta']",Healer,Archer,39:43.4,0,0,0,0,0,0,"{'Marta': 1183.332495269168, 'Etess': 1213.0191620227463}","{'Marta': 133, 'Etess': 84}",06:20.8,2,1,
93,,,TRUE,TRUE,TRUE,"['p2Kp1M_39', 'p1Mp2K_6', 'p2Ap1M_20p1H_80', 'p1Mp2K_91', 'p1Mp2K_71', 'p1Mp2K_80', 'p1Mp2K_15', 'p2Ap1M_58p1H_75', 'p1Mp2K_71', 'p1Hp2Ap1M_52', 'p2Ap1M_1p1H_0', 'p1Mp2K_81', 'p1Mp2A_7', 'p2Ap1M_96p1H_27', 'p1Mp2A_38', 'p1Hp2Ap1M_51', 'p2Ap1M_56p1H_27', 'p1Hp2Kp1M_41', 'p2Ap1M_15p1H_20']",Mageofheart,"['2020-04-05 16:12:54.163000', 'p2']",Monk,Healer,0,0,3,3,"['Mageofheart', 'Etess']",Archer,Knight,54:10.5,0,0,0,0,0,0,"{'Etess': 1231.9552035287552, 'Mageofheart': 1129.5973585417557}","{'Etess': 125, 'Mageofheart': 116}",12:56.5,2,1,
94,,,TRUE,TRUE,FALSE,"['p1Kp2R_49', 'p2Ap1K_30p1H_29', 'p1Hp2Rp1K_85', 'p2Rp1H_99', 'p1Hp2Rp1H_75', 'p2Ap1K_77p1H_93', 'p1Hp2Ap1K_29', 'p2Ap1K_74p1H_25', 'p1Hp2Ap1H_36', 'p2Ap1K_43p1H_43', 'p1Kp2A_85']",Marta,"['2020-04-05 16:17:59.616000', 'p1']",Knight,Healer,4,1,0,0,"['Jules_217', 'Marta']",Rogue,Archer,48:26.8,0,0,0,0,0,0,"{'Jules_217': 1216.7669786733238, 'Marta': 1166.5655165958442}","{'Jules_217': 51, 'Marta': 122}",18:01.4,1,1,
95,,,TRUE,TRUE,FALSE,"['p1Ap2A_70p2M_36', 'p2Mp1A_29', 'p2Mp1K_68', 'p2Mp1A_47', 'p2Mp1A_65', 'p2Mp1A_64', 'p2Mp1A_16', 'p1Ap2A_69p2M_62', 'p2Mp1A_67', 'p2Mp1A_15', 'p1Ap2A_92p2M_74', 'p2Ap1K_75p1A_69', 'p1Ap2A_68p2M_78']",Mageofheart,"['2020-04-05 16:23:57.915000', 'p1']",Knight,Archer,7,1,0,0,"['Etess', 'Mageofheart']",Archer,Monk,13:28.9,0,0,0,0,0,0,"{'Etess': 1252.5371541054333, 'Mageofheart': 1109.0154079650777}","{'Etess': 165, 'Mageofheart': 106}",23:59.6,1,1,
96,,,FALSE,TRUE,FALSE,[],none,"['2020-04-05 16:24:24.997000', 'p2']",,,99,99,99,99,"['Marta', 'Mageofheart']",Archer,Gunner,,,,,,,,,,,,,
