_id,p1,p2,p1_selected,p2_selected,p1_turn,Moves,active_player,most recent activity,p1c1,p1c2,p1c1_health,p1c2_health,p2c1_health,p2c2_health,usernames,p2c1,p2c2,start_time,p1_abandon,p1c1_stun,p1c2_stun,p2_abandon,p2c1_stun,p2c2_stun,elo_scores_at_end,skill_points_at_end,end_time,winner,seen_by_one,balance_code
2344,,,TRUE,TRUE,TRUE,"['p1Kp2M_17', 'p2Mp1W_33', 'p2Mp1W_21', 'p2Mp1W_28', 'p2Mp1W_32', 'p2Mp1W_35', 'p2Mp1W_66', 'p2Mp1W_22', 'p2Mp1W_35', 'p2Mp1K_56', 'p2Mp1K_23', 'p2Mp1K_19', 'p1Kp2M_5', 'p2Mp1K_32', 'p2Mp1K_63', 'p2Mp1K_60', 'p2Mp1K_56', 'p2Mp1K_84', 'p2Mp1K_97', 'p2Mp1K_89', 'p2Mp1K_77']",umachan,"['2020-04-16 20:26:36.618000', 'p2']",Wizard,Knight,0,0,7,8,"['umachan', 'apropos0']",Monk,Rogue,23:30.5,0,0,0,0,0,0,"{'apropos0': 1882.3920161812143, 'umachan': 1156.5168877115848}","{'apropos0': 2385, 'umachan': 45}",26:38.0,2,1,
2345,,,TRUE,TRUE,FALSE,"['p2Gp1W_0', 'p1Kp2G_72', 'p2Gp1W_85', 'p1Kp2G_42', 'p2Kp1W_65', 'p1Kp2K_97', 'p2Kp1K_13', 'p1Kp2K_6', 'p2Kp1K_10', 'p1Kp2K_78', 'p2Kp1K_82', 'p1Kp2K_71']",Jamie,"['2020-04-16 20:27:45.133000', 'p1']",Wizard,Knight,0,6,0,0,"['umachan', 'Jamie']",Knight,Gunner,22:01.4,0,0,0,0,0,0,"{'umachan': 1188.502195691766, 'Jamie': -210.61603278715012}","{'umachan': 95, 'Jamie': 3042}",27:47.0,1,1,
2346,,,TRUE,TRUE,TRUE,"['p1Ap2R_29p2W_56', 'p2Rp1R_41', 'p1Ap2R_93p2W_41', 'p2Rp1R_89', 'p1Ap2R_90p2W_85', 'p2Wp1A_44', 'p1_skip', 'p2Wp1A_75', 'p1_skip', 'p2Wp1A_48', 'p1_skip', 'p2Wp1A_39']",bijtis,"['2020-04-16 20:29:39.910000', 'p2']",Archer,Rogue,0,0,2,2,"['bijtis', 'Ellen']",Rogue,Wizard,07:39.5,0,1,0,0,0,0,"{'Ellen': 4861.065318103913, 'bijtis': 1139.9459461099898}","{'Ellen': 3260, 'bijtis': 105}",29:40.4,2,1,
2347,,,TRUE,FALSE,FALSE,[],none,"['2020-04-16 19:01:30.178000', 'p1']",Rogue,Archer,99,99,99,99,"['bijtis', 'squidward']",,,,,,,,,,,,,,,
2348,,,TRUE,TRUE,TRUE,"['p2Bp1G_91', 'p1Gp2W_67', 'p2Bp1G_27', 'p1Gp2W_29', 'p2Bp1G_78', 'p1Kp2B_63', 'p2Bp1K_4', 'p1Kp2B_78', 'p2Bp1K_91', 'p1Kp2B_2', 'p2Bp1K_31']",Jamie,"['2020-04-16 20:30:01.462000', 'p2']",Knight,Gunner,0,0,2,0,"['Jamie', 'Ellen']",Barbarian,Wizard,23:03.7,0,0,0,0,0,0,"{'Ellen': 4893.065318103907, 'Jamie': -242.6160327871434}","{'Ellen': 3298, 'Jamie': 3034}",30:02.7,2,1,
2349,,,TRUE,TRUE,FALSE,"['p1Kp2R_66', 'p2Rp1K_78', 'p1Kp2R_48', 'p2Wp1K_64', 'p1Bp2W_26', 'p2Wp1K_14', 'p1Kp2W_2', 'p2Wp1K_48', 'p1Bp2W_34', 'p2Wp1K_42', 'p1Bp2W_34']",Ellen,"['2020-04-16 20:33:38.227000', 'p1']",Knight,Barbarian,1,10,0,0,"['umachan', 'Ellen']",Rogue,Wizard,30:44.7,0,0,0,0,0,0,"{'umachan': 1188.5021957092945, 'Ellen': 4893.065318086378}","{'umachan': 145, 'Ellen': 3313}",33:39.5,1,1,
2350,,,TRUE,TRUE,TRUE,"['p2Bp1G_33', 'p1Gp2W_35', 'p2Bp1G_57', 'p1Gp2W_56', 'p2Bp1G_9', 'p1Gp2B_91', 'p2Bp1G_67', 'p1Bp2B_51', 'p2Bp1B_32', 'p1Bp2B_7', 'p2Bp1B_73']",Jamie,"['2020-04-16 20:34:38.648000', 'p2']",Gunner,Barbarian,0,0,3,0,"['Jamie', 'Ellen']",Barbarian,Wizard,32:01.3,0,0,0,0,0,0,"{'Ellen': 4957.065317757057, 'Jamie': -274.61603278713955}","{'Ellen': 3350, 'Jamie': 3027}",34:39.8,2,1,
2351,,,TRUE,TRUE,FALSE,"['p1Kp2G_82', 'p2Gp1K_89', 'p1Rp2G_76', 'p2Hp1K_79', 'p1Kp2H_7', 'p2Hp1K_33', 'p1Kp2H_63', 'p2Hp1Kp2H_33', 'p1Rp2H_87', 'p2Hp1Rp2H_15', 'p1Rp2H_43']",cwallis,"['2020-04-16 20:33:47.173000', 'p1']",Knight,Rogue,0,6,0,0,"['umachan', 'cwallis']",Gunner,Healer,14:30.0,0,0,0,0,0,0,"{'umachan': 1190.4267847217718, 'cwallis': 1664.1270341848233}","{'umachan': 195, 'cwallis': 2160}",33:48.3,1,1,
2352,,,TRUE,TRUE,TRUE,"['p2Rp1G_8', 'p1Gp2W_34', 'p2Rp1G_49', 'p1Gp2W_23', 'p2Rp1G_72', 'p1Hp2W_3', 'p2Wp1H_87', 'p1_skip', 'p2Rp1H_14', 'p1Hp2Wp1H_38', 'p2Wp1H_45', 'p1_skip', 'p2Wp1H_5', 'p1Hp2Wp1H_36', 'p2Rp1H_93', 'p1Hp2Rp1H_49', 'p2Rp1H_8', 'p1Hp2Rp1H_53', 'p2Rp1H_65', 'p1Hp2Rp1H_31', 'p2Rp1H_57']",cwallis,"['2020-04-16 20:33:46.857000', 'p2']",Gunner,Healer,0,0,0,2,"['cwallis', 'Ellen']",Wizard,Rogue,07:05.3,0,0,0,0,0,0,"{'Ellen': 4925.06531775706, 'cwallis': 1666.0516231973006}","{'Ellen': 3328, 'cwallis': 2185}",33:47.9,2,1,
2353,,,TRUE,TRUE,TRUE,"['p2Kp1W_59', 'p1Kp2G_89', 'p2Gp1W_30', 'p1Kp2G_93', 'p2Kp1K_62', 'p1Kp2K_22', 'p2Kp1K_7', 'p1Kp2K_25', 'p2Kp1K_44', 'p1Kp2K_28', 'p2Kp1K_43']",umachan,"['2020-04-16 20:35:40.194000', 'p2']",Wizard,Knight,0,0,10,0,"['umachan', 'cwallis']",Knight,Gunner,23:54.8,0,0,0,0,0,0,"{'cwallis': 1694.1619727848915, 'umachan': 1160.3918461217036}","{'cwallis': 2190, 'umachan': 190}",35:42.1,2,1,
2354,,,TRUE,TRUE,TRUE,"['p2Mp1B_86', 'p2Mp1B_45', 'p2Mp1B_63', 'p2Mp1B_59', 'p2Mp1B_95', 'p2Mp1B_90', 'p2Mp1B_22', 'p2Mp1B_29', 'p2Mp1B_84', 'p2Mp1B_46', 'p2Mp1K_27', 'p2Mp1K_64', 'p2Mp1K_84', 'p2Mp1K_79', 'p2Mp1K_1', 'p1Kp2G_28', 'p2Mp1K_38', 'p2Mp1K_50', 'p2Mp1K_65', 'p2Mp1K_77', 'p2Mp1K_5', 'p1Kp2M_16', 'p2Mp1K_89', 'p2Mp1K_23']",umachan,"['2020-04-16 20:36:11.703000', 'p2']",Knight,Barbarian,0,0,7,8,"['umachan', 'apropos0']",Monk,Gunner,28:34.8,0,0,0,0,0,0,"{'apropos0': 1913.8983902121631, 'umachan': 1128.8854720907548}","{'apropos0': 2415, 'umachan': 185}",36:13.1,2,1,
2355,,,TRUE,TRUE,TRUE,"['p2Mp1K_87', 'p2Mp1K_50', 'p2Mp1K_7', 'p1Kp2M_90', 'p2Mp1K_71', 'p2Mp1K_18', 'p1Kp2M_27', 'p2Mp1K_65', 'p2Mp1K_54', 'p2Mp1K_98', 'p2Mp1K_89', 'p2Mp1K_6', 'p1Kp2M_22', 'p2Mp1K_55', 'p2Mp1K_78', 'p2Mp1K_94', 'p2Mp1B_37', 'p2Mp1B_21', 'p2Mp1B_13', 'p1Bp2M_42', 'p2Bp1B_78', 'p1Bp2B_99', 'p2Bp1B_35', 'p1Bp2B_4', 'p2Bp1B_29']",Jamie,"['2020-04-16 20:38:04.404000', 'p2']",Knight,Barbarian,0,0,7,0,"['Jamie', 'umachan']",Barbarian,Monk,34:16.6,0,0,0,0,0,0,"{'umachan': 1160.8755578002229, 'Jamie': -306.6061184966077}","{'umachan': 235, 'Jamie': 3012}",38:05.8,2,1,
2356,,,TRUE,TRUE,FALSE,"['p1Rp2R_36', 'p2Gp1R_26', 'p1Rp2R_71', 'p2Gp1R_24', 'p1Rp2G_56', 'p2Gp1R_83', 'p1Bp2G_23', 'p2Gp1B_0', 'p1Bp2G_42', 'p2Gp1B_38', 'p1Bp2G_47']",Jamie,"['2020-04-16 20:38:32.854000', 'p1']",Barbarian,Rogue,5,0,0,0,"['Ellen', 'Jamie']",Gunner,Rogue,35:26.8,0,0,0,0,0,0,"{'Ellen': 4989.065317757055, 'Jamie': -338.60611849660546}","{'Ellen': 3387, 'Jamie': 3005}",38:34.0,1,1,
2357,,,TRUE,TRUE,FALSE,"['p1Kp2G_42', 'p2Gp1K_77', 'p1Kp2G_96', 'p2Bp1K_7', 'p1Kp2B_56', 'p2Bp1K_27', 'p1Kp2B_87', 'p2Bp1K_46', 'p1Bp2B_2', 'p2Bp1B_73', 'p1Bp2B_37']",Ellen,"['2020-04-16 20:39:31.006000', 'p1']",Barbarian,Knight,5,0,0,0,"['umachan', 'Ellen']",Barbarian,Gunner,35:36.5,0,0,0,0,0,0,"{'umachan': 1160.8755578088264, 'Ellen': 4989.065317748451}","{'umachan': 285, 'Ellen': 3372}",39:32.3,1,1,
2358,,,TRUE,TRUE,TRUE,"['p1Kp2G_99', 'p2Gp1H_59', 'p1Kp2G_16', 'p2Gp1H_57', 'p1Kp2G_14', 'p2Gp1H_98', 'p1Kp2G_57', 'p2Bp1K_75', 'p1Kp2B_27', 'p2Bp1K_25', 'p1Kp2B_72', 'p2Bp1K_3', 'p1Kp2B_11', 'p2Bp1K_92', 'p1Kp2B_94', 'p2Bp1K_33']",umachan,"['2020-04-16 20:40:39.212000', 'p2']",Knight,Healer,0,0,2,0,"['umachan', 'Frp97']",Barbarian,Gunner,17:56.1,0,0,0,0,0,0,"{'Frp97': 1001.3145076901206, 'umachan': 1152.074102647584}","{'Frp97': 1056, 'umachan': 280}",40:40.1,2,1,
2359,,,TRUE,TRUE,TRUE,"['p2Rp1G_88', 'p1Kp2R_70', 'p2Rp1G_70', 'p1Kp2R_20', 'p2Rp1K_7', 'p1Kp2R_94', 'p2Bp1K_61', 'p1Kp2B_8', 'p2Bp1K_15', 'p1Kp2B_41', 'p2Bp1K_74', 'p1Kp2B_34', 'p2Bp1K_86', 'p1Kp2B_67', 'p2Bp1K_33']",umachan,"['2020-04-16 20:42:20.237000', 'p2']",Gunner,Knight,0,0,2,0,"['umachan', 'Ellen']",Barbarian,Rogue,38:29.0,0,0,0,0,0,0,"{'Ellen': 5021.065317740273, 'umachan': 1120.0741026557623}","{'Ellen': 3402, 'umachan': 275}",42:21.2,2,1,
2360,,,TRUE,TRUE,TRUE,"['p2Kp1M_56', 'p1Bp2B_49', 'p2Kp1M_46', 'p1Bp2B_1', 'p2Kp1B_93', 'p1Bp2B_41', 'p2Bp1B_45', 'p1Bp2B_66', 'p2Kp1B_32', 'p1Bp2K_7', 'p2Kp1B_55']",umachan,"['2020-04-16 20:43:17.190000', 'p2']",Barbarian,Monk,0,0,0,10,"['umachan', 'Jamie']",Barbarian,Knight,40:31.4,0,0,0,0,0,0,"{'Jamie': -338.5989015836272, 'umachan': 1120.066885742784}","{'Jamie': 3035, 'umachan': 270}",43:18.3,2,1,
2361,,,TRUE,TRUE,TRUE,"['p2Gp1B_96', 'p1Kp2G_57', 'p2Gp1B_0', 'p1Kp2G_67', 'p2Bp1B_41', 'p1Bp2B_12', 'p2Bp1B_32', 'p1Kp2B_32', 'p2Bp1K_69', 'p1Kp2B_83', 'p2Bp1K_45', 'p1Kp2B_5', 'p2Bp1K_87', 'p1Kp2B_47', 'p2Bp1K_25']",Jamie,"['2020-04-16 20:43:28.229000', 'p2']",Knight,Barbarian,0,0,2,0,"['Jamie', 'Ellen']",Barbarian,Gunner,39:58.1,0,0,0,0,0,0,"{'Ellen': 5053.065317740272, 'Jamie': -370.5989015836259}","{'Ellen': 3438, 'Jamie': 3029}",43:29.0,2,1,
2362,,,TRUE,TRUE,FALSE,"['p2Kp1M_13', 'p1Mp2B_53', 'p1Mp2B_54', 'p1Mp2B_53', 'p1Mp2B_43', 'p1Mp2B_31', 'p1Rp2B_53', 'p2Kp1M_43', 'p1Mp2K_61', 'p1Mp2K_31', 'p1Mp2K_73', 'p1Mp2K_38', 'p1Mp2K_62', 'p1Rp2K_56']",umachan,"['2020-04-16 20:45:20.590000', 'p1']",Monk,Rogue,3,8,0,0,"['demander', 'umachan']",Knight,Barbarian,43:47.6,0,0,0,0,0,0,"{'demander': 1131.6766342456153, 'umachan': 1104.2601545381394}","{'demander': 519, 'umachan': 263}",45:22.2,1,1,
2363,,,TRUE,TRUE,FALSE,"['p2Gp1K_51', 'p1Kp2G_69', 'p2Rp1K_13', 'p1Kp2G_84', 'p2Rp1K_26', 'p1Kp2R_11', 'p2Rp1K_29', 'p1Bp2R_80', 'p2Rp1B_11', 'p1Bp2R_65', 'p2Rp1B_51', 'p1Bp2R_5', 'p2Rp1B_64', 'p1Bp2R_84']",Ellen,"['2020-04-16 20:45:34.348000', 'p1']",Knight,Barbarian,0,4,0,0,"['umachan', 'Ellen']",Gunner,Rogue,43:08.6,0,0,0,0,0,0,"{'umachan': 1104.260154542436, 'Ellen': 5053.065317735975}","{'umachan': 313, 'Ellen': 3423}",45:35.1,1,1,
2364,,,TRUE,TRUE,TRUE,"['p2Rp1B_60', 'p1Kp2R_9', 'p2Rp1K_98', 'p1Kp2R_62', 'p2Rp1K_49', 'p1Kp2R_40', 'p2Bp1K_86', 'p1Kp2B_19', 'p2Bp1K_79', 'p1Bp2B_50', 'p2Bp1B_81', 'p1Bp2B_15', 'p2Bp1B_56', 'p1Bp2B_14', 'p2Bp1B_5', 'p1Bp2B_33', 'p2Bp1B_81']",umachan,"['2020-04-16 20:46:08.276000', 'p2']",Knight,Barbarian,0,0,2,0,"['umachan', 'Ellen']",Barbarian,Rogue,43:00.8,0,0,0,0,0,0,"{'Ellen': 5085.065317731679, 'umachan': 1072.2601545467328}","{'Ellen': 3453, 'umachan': 308}",46:11.4,2,1,
2365,,,TRUE,TRUE,FALSE,"['p1Kp2M_80', 'p2Mp1B_23', 'p2Mp1B_48', 'p2Mp1B_14', 'p1Kp2M_57', 'p2Rp1B_57', 'p1Kp2R_40', 'p2Rp1B_50', 'p1Kp2R_64']",demander,"['2020-04-16 20:47:37.488000', 'p1']",Knight,Barbarian,10,0,0,0,"['Jamie', 'demander']",Monk,Rogue,45:52.3,0,0,0,0,0,0,"{'Jamie': -370.59328612902095, 'demander': 1131.6710187910105}","{'Jamie': 3059, 'demander': 514}",47:38.7,1,1,
2366,,,TRUE,TRUE,TRUE,"['p2Kp1K_73', 'p1Kp2K_53', 'p2Kp1K_78', 'p1Kp2K_10', 'p2Kp1K_62', 'p1Bp2K_51', 'p2Hp1Bp2K_52', 'p1Bp2K_83', 'p2Kp1B_47', 'p1Bp2K_68', 'p2Hp1B_55', 'p1Bp2H_0', 'p2Hp1B_81']",Jamie,"['2020-04-16 20:49:35.556000', 'p2']",Barbarian,Knight,0,0,10,0,"['Jamie', 'umachan']",Healer,Knight,46:58.3,0,0,0,0,0,0,"{'umachan': 1104.2522494156228, 'Jamie': -402.58538099791093}","{'umachan': 358, 'Jamie': 3044}",49:36.5,2,1,
2367,,,TRUE,TRUE,TRUE,"['p1Kp2G_15', 'p2Gp1H_74', 'p1Kp2G_55', 'p2Gp1H_49', 'p1Kp2G_57', 'p2Bp1H_5', 'p1Kp2B_44', 'p2Bp1H_53', 'p1Kp2B_15', 'p2Bp1K_20', 'p1Kp2B_27', 'p2Bp1K_41', 'p1Kp2B_50', 'p2Bp1K_46', 'p1Kp2B_32', 'p2Bp1K_76']",umachan,"['2020-04-16 20:50:17.350000', 'p2']",Healer,Knight,0,0,2,0,"['umachan', 'Ellen']",Barbarian,Gunner,46:40.0,0,0,0,0,0,0,"{'Ellen': 5117.065317728106, 'umachan': 1072.2522494191965}","{'Ellen': 3483, 'umachan': 353}",50:18.4,2,1,
2368,,,TRUE,TRUE,FALSE,"['p1Gp2R_44', 'p2Mp1G_49', 'p2Mp1G_99', 'p2Mp1G_3', 'p1Gp2R_17', 'p2Mp1G_99', 'p2Rp1G_53', 'p1Bp2R_87', 'p2Mp1B_45', 'p2Mp1B_95', 'p2Mp1B_0', 'p1Bp2M_53', 'p2Mp1B_97', 'p2Mp1B_37', 'p2Mp1B_2', 'p1Bp2M_66', 'p2Mp1B_12', 'p1Bp2M_59']",ECDr,"['2020-04-16 19:26:14.557000', 'p1']",Barbarian,Gunner,6,0,0,0,"['meow', 'ECDr']",Monk,Rogue,23:32.1,0,0,0,0,0,0,"{'meow': 1171.0111979124204, 'ECDr': -302.9061300096885}","{'meow': 369, 'ECDr': 1835}",26:15.6,1,1,
2369,,,TRUE,TRUE,FALSE,"['p1Bp2A_98', 'p2Ap1H_2p1B_50', 'p1Bp2A_77', 'p2Ap1H_83p1B_29', 'p1Hp2Ap1B_3', 'p2Ap1H_8p1B_2', 'p1Hp2Ap1B_84', 'p2Rp1H_5', 'p1Bp2R_57', 'p2Rp1H_32', 'p1Bp2R_23', 'p2Rp1H_37', 'p1Bp2R_66', 'p2Rp1B_88', 'p1Bp2R_82']",sstein,"['2020-04-16 20:51:19.407000', 'p1']",Healer,Barbarian,0,4,0,0,"['cwallis', 'sstein']",Archer,Rogue,03:03.6,0,0,0,0,0,0,"{'cwallis': 1725.0589527010186, 'sstein': 1084.3319487155177}","{'cwallis': 2215, 'sstein': 245}",51:20.5,1,1,
2370,,,TRUE,TRUE,FALSE,"['p1Rp2H_91', 'p2Kp1R_24', 'p1Rp2H_57', 'p2Kp1R_83', 'p1Rp2H_29', 'p2Kp1R_94', 'p1Bp2K_97', 'p2Kp1B_58', 'p1Bp2K_51', 'p2Kp1B_84', 'p1Bp2K_6', 'p2Kp1B_25', 'p1Bp2K_94']",umachan,"['2020-04-16 20:52:06.998000', 'p1']",Barbarian,Rogue,2,0,0,0,"['Ellen', 'umachan']",Healer,Knight,48:29.8,0,0,0,0,0,0,"{'Ellen': 5149.065317725634, 'umachan': 1040.252249421669}","{'Ellen': 3513, 'umachan': 348}",52:08.0,1,1,
2371,,,TRUE,TRUE,FALSE,"['p1Kp2K_87', 'p2Kp1K_23', 'p1Kp2K_63', 'p2Hp1Kp2K_75', 'p1Kp2K_16', 'p2Hp1Kp2K_43', 'p1Kp2K_88', 'p2Hp1K_75', 'p1Kp2H_98', 'p2Hp1Kp2H_98', 'p1Kp2H_44', 'p2Hp1Kp2H_62', 'p1Mp2H_33', 'p1Mp2H_37', 'p1Mp2H_73', 'p1Mp2H_49']",cwallis,"['2020-04-16 20:53:25.681000', 'p1']",Monk,Knight,7,0,0,0,"['umachan', 'cwallis']",Healer,Knight,47:21.1,0,0,0,0,0,0,"{'umachan': 1040.8614848293805, 'cwallis': 1724.449717293307}","{'umachan': 398, 'cwallis': 2200}",53:26.9,1,1,
2372,,,TRUE,TRUE,TRUE,"['p1Wp2W_60', 'p2Bp1W_26', 'p1Wp2W_42', 'p2Bp1W_39', 'p1Wp2W_21', 'p2Bp1W_97', 'p1Gp2W_46', 'p2Bp1G_29', 'p1Gp2B_42', 'p2Bp1G_41', 'p1Gp2B_91', 'p2Bp1G_49']",Paddy,"['2020-04-16 19:47:21.574000', 'p2']",Wizard,Gunner,0,0,0,2,"['Paddy', 'apropos0']",Wizard,Barbarian,41:28.2,0,0,0,0,0,0,"{'apropos0': 1819.957844002319, 'Paddy': 702.5060211847943}","{'apropos0': 2330, 'Paddy': 1011}",47:22.6,2,1,
2373,,,TRUE,TRUE,FALSE,"['p1Bp2H_78', 'p2Bp1W_86', 'p1Bp2H_30', 'p2Hp1Wp2H_94', 'p1Bp2H_30', 'p2Bp1W_37', 'p1Bp2H_98', 'p2Bp1B_86', 'p1Bp2B_4', 'p2Bp1B_90', 'p1Bp2B_64', 'p2Bp1B_57', 'p1Bp2B_19', 'p2Bp1B_8', 'p1Bp2B_84']",Ellen,"['2020-04-16 20:54:06.485000', 'p1']",Wizard,Barbarian,0,1,0,0,"['cwallis', 'Ellen']",Barbarian,Healer,36:12.9,0,0,0,0,0,0,"{'cwallis': 1724.4497173811305, 'Ellen': 5149.06531763781}","{'cwallis': 2250, 'Ellen': 3500}",54:08.7,1,1,
2374,,,TRUE,TRUE,TRUE,"['p2Bp1B_6', 'p1Kp2R_6', 'p2Bp1B_31', 'p1Kp2R_18', 'p2Bp1B_93', 'p1Bp2R_46', 'p2Rp1B_47', 'p1Kp2R_20', 'p2Rp1K_22', 'p1Kp2R_0', 'p2Rp1K_7', 'p1Kp2R_60', 'p2Bp1K_77', 'p1Kp2B_29', 'p2Bp1K_25', 'p1Kp2B_36', 'p2Bp1K_36', 'p1Kp2B_17', 'p2Bp1K_71']",Jamie,"['2020-04-16 20:54:50.263000', 'p2']",Knight,Barbarian,0,0,10,0,"['Jamie', 'Ellen']",Barbarian,Rogue,50:42.8,0,0,0,0,0,0,"{'Ellen': 5181.06531763781, 'Jamie': -434.58538099791053}","{'Ellen': 3535, 'Jamie': 3039}",54:51.0,2,1,
2375,,,TRUE,TRUE,TRUE,"['p1Kp2G_4', 'p2Gp1W_67', 'p1Kp2G_55', 'p2Gp1W_48', 'p1Kp2G_32', 'p2Gp1K_19', 'p1Kp2G_7', 'p2Gp1K_33', 'p1Kp2G_53', 'p2Bp1K_3', 'p1Kp2B_38', 'p2Bp1K_51', 'p1Kp2B_45', 'p2Bp1K_53']",sstein,"['2020-04-16 20:55:15.847000', 'p2']",Wizard,Knight,0,0,6,0,"['sstein', 'Ellen']",Barbarian,Gunner,52:01.6,0,0,0,0,0,0,"{'Ellen': 5213.0653176359765, 'sstein': 1052.3319487173512}","{'Ellen': 3565, 'sstein': 240}",55:16.7,2,1,
2376,,,TRUE,TRUE,TRUE,"['p2Mp1A_98', 'p2Mp1A_58', 'p2Mp1A_70', 'p2Mp1A_46', 'p2Mp1A_93', 'p2Mp1A_33', 'p2Mp1A_40', 'p2Mp1A_92', 'p2Mp1W_80', 'p2Mp1W_91', 'p2Mp1W_35', 'p2Mp1W_86', 'p2Mp1W_73', 'p2Mp1W_43', 'p2Mp1W_74', 'p2Mp1W_65']",ECDr,"['2020-04-16 20:55:41.002000', 'p2']",Wizard,Archer,0,0,7,10,"['ECDr', 'umachan']",Monk,Barbarian,55:05.6,0,0,0,0,0,0,"{'umachan': 1072.8475037354813, 'ECDr': -334.89214891578933}","{'umachan': 448, 'ECDr': 1820}",55:41.6,2,1,
2377,,,TRUE,TRUE,TRUE,"['p2Kp1G_60', 'p1Gp2K_44', 'p2Kp1G_65', 'p1Rp2K_54', 'p2Kp1R_53', 'p1Rp2K_12', 'p2Kp1R_41']",creilly1,"['2020-04-16 19:20:55.059000', 'p2']",Gunner,Rogue,0,0,3,10,"['creilly1', 'Jamie']",Knight,Barbarian,17:39.4,0,0,0,0,0,0,"{'Jamie': -43.22691157288292, 'creilly1': 2931.5016655466225}","{'Jamie': 2871, 'creilly1': 2560}",20:56.7,2,1,
2378,,,TRUE,TRUE,FALSE,"['p1Gp2M_60', 'p2Mp1G_70', 'p2Mp1G_40', 'p2Mp1G_95', 'p2Mp1G_45', 'p2Mp1G_24', 'p2Mp1G_2', 'p1Gp2M_96', 'p2Kp1G_20', 'p1Gp2K_99', 'p2Kp1G_23', 'p1Gp2K_3', 'p2Kp1G_15', 'p1Gp2K_58', 'p2Kp1G_41', 'p1Bp2K_65']",umachan,"['2020-04-16 20:57:38.401000', 'p1']",Gunner,Barbarian,0,10,0,0,"['Ellen', 'umachan']",Monk,Knight,55:58.0,0,0,0,0,0,0,"{'Ellen': 5245.065317634549, 'umachan': 1040.847503736909}","{'Ellen': 3595, 'umachan': 443}",57:39.5,1,1,
2379,,,TRUE,TRUE,TRUE,"['p2Mp1H_6', 'p1Kp2M_11', 'p2Mp1H_91', 'p2Mp1H_16', 'p1Kp2M_26', 'p2Mp1H_40', 'p2Mp1H_12', 'p1Kp2M_23', 'p2Mp1H_70', 'p2Bp1H_56', 'p1Kp2M_72', 'p2Mp1H_44', 'p2Bp1H_3', 'p1Kp2M_70', 'p2Bp1H_30', 'p1Kp2B_63', 'p2Bp1K_77', 'p1Kp2B_21', 'p2Bp1K_50', 'p1Kp2B_94', 'p2Bp1K_32']",umachan,"['2020-04-16 20:58:46.026000', 'p2']",Knight,Healer,0,0,2,0,"['umachan', 'Ellen']",Barbarian,Monk,55:03.7,0,0,0,0,0,0,"{'Ellen': 5277.065317633561, 'umachan': 1008.8475037378967}","{'Ellen': 3625, 'umachan': 438}",58:47.6,2,1,
2380,,,TRUE,TRUE,TRUE,"['p1Bp2G_86', 'p2Gp1B_65', 'p1Hp2Gp1B_6', 'p2Gp1B_79', 'p1Bp2G_38', 'p2Bp1B_59', 'p1Hp2B_77', 'p2Bp1H_36', 'p1Hp2Bp1H_5', 'p2Bp1H_74', 'p1Hp2Bp1H_41', 'p2Bp1H_93', 'p1Hp2Bp1H_5', 'p2Bp1H_30']",Ellen,"['2020-04-16 20:58:44.494000', 'p2']",Barbarian,Healer,0,0,6,0,"['Ellen', 'Jamie']",Barbarian,Gunner,55:36.5,0,0,0,0,0,0,"{'Jamie': -434.5853809979103, 'Ellen': 5245.065317634549}","{'Jamie': 3084, 'Ellen': 3610}",58:45.8,2,1,
2381,,,TRUE,TRUE,TRUE,"['p2Gp1G_59', 'p1Gp2G_63', 'p2Gp1G_84', 'p1Bp2G_4', 'p2Gp1B_70', 'p1Bp2G_23', 'p2Gp1B_61', 'p1Bp2G_54', 'p2Bp1B_76']",Ellen,"['2020-04-16 21:00:50.295000', 'p2']",Barbarian,Gunner,0,0,10,0,"['Ellen', 'Jamie']",Barbarian,Gunner,59:26.3,0,0,0,0,0,0,"{'Jamie': -434.58538099791014, 'Ellen': 5277.065317633561}","{'Jamie': 3130, 'Ellen': 3600}",00:52.4,2,1,
2382,,,TRUE,TRUE,FALSE,"['p2Gp1W_68', 'p1Wp2G_33', 'p2Rp1W_4', 'p1Wp2R_74', 'p2Gp1W_11', 'p1Wp2R_81', 'p2Gp1W_85', 'p1Rp2R_26', 'p2Gp1R_76', 'p1Rp2G_89', 'p2Gp1R_23', 'p1Rp2G_33']",creilly1,"['2020-04-16 21:02:34.830000', 'p1']",Wizard,Rogue,0,3,0,0,"['cptKav', 'creilly1']",Gunner,Rogue,45:27.6,0,0,0,0,0,0,"{'cptKav': 2503.689670104985, 'creilly1': 2929.022005129773}","{'cptKav': 2228, 'creilly1': 2547}",02:35.8,1,1,
2383,,,TRUE,TRUE,FALSE,"['p1Gp2G_89', 'p2Gp1G_13', 'p1Gp2G_77', 'p2Hp1G_89', 'p1Gp2H_52', 'p2Hp1Gp2H_23', 'p1Gp2H_41', 'p2Hp1Gp2H_63', 'p1Gp2H_70']",Ellen,"['2020-04-16 21:03:25.983000', 'p1']",Barbarian,Gunner,10,1,0,0,"['cwallis', 'Ellen']",Healer,Gunner,01:34.2,0,0,0,0,0,0,"{'cwallis': 1723.795260041213, 'Ellen': 5277.065317591684}","{'cwallis': 2300, 'Ellen': 3600}",03:27.2,1,1,
