,Username,Played,Won,losses,winrate,newmmr,Games,count_character_has_won,count_character_has_been_played,accepting_games,skill_points,last_logged_in,badge_progressions,elo,lost_against,current_season_skill
103,Chrono,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,47:09.2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,10
104,EarlofSurl,56,31,25,0.553571429,994.8392857,"['none', 'none', 'none', 'none', 'none']","{'K': 4, 'A': 5, 'R': 7, 'H': 2, 'W': 16, 'B': 2, 'M': 12, 'G': 14}","{'K': 8, 'A': 8, 'R': 17, 'H': 3, 'W': 27, 'B': 3, 'M': 27, 'G': 19}",TRUE,1001,34:12.3,"[5, 4, 4, 5, 12, 7, 2, 2, 13, 16, 0, 2, 7, 12, 13, 14, 232, 0, 0, 1001, 1285, 885, 5, 0, 93, 3, 56, 27, 13, 1, 31, 0, 1, 52, 0, 15, 11, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1210.783609,"['l17r', 'Ellen', 'Ellen', 'creilly1', 'Beth', 'pigeon', 'pigeon', 'pigeon', 'bladestoe', 'cptKav', 'cptKav', 'Marta', 'Marta', 'kubajj']",0
105,chriscrowing,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,56:45.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
106,Elessar,5,2,3,0.4,997.2,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 2, 'R': 2, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 4, 'R': 5, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,130,16:20.2,"[0, 0, 3, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 130, 390, 0, 2, 2, 61, 0, 5, 5, 0, 0, 2, 0, 0, 7, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1195.58339,"['creilly1', 'EarlofSurl', 'CalHaribo']",0
107,norgart,51,23,28,0.450980392,979.627451,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 6, 'R': 6, 'H': 4, 'W': 5, 'B': 1, 'M': 8, 'G': 14}","{'K': 6, 'A': 12, 'R': 12, 'H': 9, 'W': 13, 'B': 4, 'M': 11, 'G': 29}",TRUE,1210,01:23.6,"[3, 2, 3, 6, 11, 6, 9, 4, 9, 5, 2, 1, 7, 8, 4, 14, 122, 0, 0, 1210, 1889, 569, 6, 0, 86, 4, 48, 29, 10, 0, 23, 1, 9, 56, 0, 34, 7, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1195.767253,"['Ellen', 'Elessar', 'pool27', 'Ellen', 'LewisDyer', 'MhairiM', 'creilly1', 'ECDr', 'totem37', 'walshy1066', 'kubajj', 'creilly1', 'ECDr', 'jack', 'Ellen', 'kubajj', 'kubajj', 'kubajj']",0
108,pigeon,30,13,17,0.433333333,986.3666667,"['none', 'none', 'none', 'none', 'none']","{'K': 4, 'A': 4, 'R': 3, 'H': 1, 'W': 1, 'B': 2, 'M': 9, 'G': 2}","{'K': 11, 'A': 5, 'R': 8, 'H': 9, 'W': 3, 'B': 4, 'M': 17, 'G': 3}",TRUE,579,24:23.7,"[3, 4, 3, 4, 7, 3, 9, 1, 2, 1, 3, 2, 1, 9, 2, 2, 97, 0, 1, 579, 1265, 453, 3, 0, 80, 3, 30, 17, 5, 0, 13, 4, 3, 4, 1, 0, 6, 1, 4, 3, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1185.437239,"['Ellen', 'creilly1', 'creilly1', 'EarlofSurl', 'norgart', 'Ellen', 'creilly2', 'gummytribble', 'timri', 'timri', 'timri']",10
109,Xtrmntr1,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,30:38.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
110,andE,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,14:55.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
111,BorisJohnson,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,17:25.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
112,one8thfrench,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,24:51.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
113,bladestoe,57,24,33,0.421052632,971.8947368,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 9, 'H': 0, 'W': 17, 'B': 2, 'M': 12, 'G': 6}","{'K': 1, 'A': 4, 'R': 23, 'H': 1, 'W': 33, 'B': 3, 'M': 24, 'G': 21}",TRUE,1007,32:23.2,"[0, 1, 1, 1, 20, 9, 1, 0, 13, 17, 0, 2, 9, 12, 11, 6, 160, 0, 0, 1014, 2863, 413, 4, 0, 85, 1, 55, 33, 11, 1, 24, 7, 0, 58, 8, 6, 9, 1, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1174.941244,"['ECDr', 'Beth', 'pigeon', 'versatile', 'versatile', 'pigeon', 'Ellen', 'kubajj', 'Ellen', 'DoctorW', 'probablytom', 'cwallis', 'kubajj', 'elennon', 'rocinante', 'apropos0', 'jack', 'Fbomb', 'Fbomb', 'Jamie', 'Jamie', 'Paddy']",0
114,luftronika,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,44:55.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
115,versatile,32,17,15,0.53125,994.96875,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 2, 'R': 14, 'H': 1, 'W': 0, 'B': 1, 'M': 13, 'G': 0}","{'K': 5, 'A': 5, 'R': 23, 'H': 5, 'W': 2, 'B': 2, 'M': 21, 'G': 1}",FALSE,613,16:11.0,"[2, 3, 1, 2, 23, 14, 4, 1, 0, 0, 1, 1, 1, 13, 0, 0, 114, 0, 0, 613, 1508, 527, 3, 0, 87, 1, 32, 23, 7, 0, 17, 6, 4, 19, 9, 0, 8, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1208.813023,"['cptKav', 'cptKav', 'asdf', 'Beth', 'Kjreid', 'gummytribble', 'Ellen']",0
116,Marv_911,4,2,2,0.5,999,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 0, 'R': 1, 'H': 1, 'W': 1, 'B': 0, 'M': 0, 'G': 0}","{'K': 2, 'A': 1, 'R': 2, 'H': 2, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",TRUE,203,36:30.4,"[1, 1, 1, 0, 0, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 14, 0, 0, 203, 547, 0, 1, 1, 63, 0, 4, 2, 0, 0, 2, 4, 3, 5, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1195.076023,"['Ellen', 'Paddy']",0
117,frick,1,0,1,0,998,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,27:49.8,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 0, 0, 44, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1194.860841,['CalHaribo'],0
118,sohail,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,46:03.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,10
119,Daking,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,45:11.2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
120,yoteMaGoat,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,03:47.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
121,asdf,27,16,11,0.592592593,1000.518519,"['none', 'none', 'none', 'none', 'none']","{'K': 15, 'A': 0, 'R': 4, 'H': 1, 'W': 0, 'B': 1, 'M': 10, 'G': 1}","{'K': 26, 'A': 2, 'R': 7, 'H': 3, 'W': 1, 'B': 1, 'M': 13, 'G': 1}",TRUE,620,38:01.3,"[15, 15, 2, 0, 4, 4, 3, 1, 0, 0, 1, 1, 2, 10, 0, 1, 109, 0, 0, 620, 1576, 448, 7, 0, 88, 1, 27, 26, 7, 1, 16, 7, 1, 13, 3, 3, 5, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1219.921579,"['bladestoe', 'versatile', 'cptKav', 'pool27', 'cptKav', 'cptKav']",0
122,kubajj,216,116,100,0.537037037,969.7037037,"['none', 'none', 'none', 'none', 'none']","{'K': 21, 'A': 4, 'R': 76, 'H': 3, 'W': 8, 'B': 8, 'M': 95, 'G': 17}","{'K': 34, 'A': 13, 'R': 128, 'H': 8, 'W': 23, 'B': 16, 'M': 164, 'G': 46}",TRUE,3434,29:52.7,"[18, 21, 10, 4, 120, 76, 7, 3, 17, 8, 9, 8, 22, 95, 13, 17, 739, 0, 1, 3434, 941, 2929, 12, 0, 99, 8, 216, 164, 68, 3, 116, 24, 7, 234, 15, 18, 58, 1, 6, 1, 1, 35, 0, 0, 0, 0, 0, 0, 0, 0]",1261.79213,"['Paddy', 'Paddy', 'Etess', 'asdf', 'Etess', 'Etess', 'gummytribble', 'gummytribble', 'Etess', 'gummytribble', 'Etess', 'yasmin_f', 'probablyrob', 'Paddy', 'Alliyana', 'creilly2', 'cwallis', 'cwallis', 'walshy1066', 'whiplash', 'Felix42', 'Etess', 'Etess', 'apropos0', 'tanini', 'tanini', 'Deanerbeck', 'Deanerbeck', 'pool27', 'tanini', 'Jamie', 'apropos0', 'Marta', 'creilly1', 'cwallis', 'Jamie', 'apropos0', 'apropos0', 'apropos0', 'apropos0', 'georgedo', 'probablytom']",35
123,Rawan,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,04:34.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
124,ffstih,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,27:26.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
125,rocinante,42,18,24,0.428571429,980.2857143,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 1, 'H': 1, 'W': 8, 'B': 4, 'M': 11, 'G': 9}","{'K': 4, 'A': 8, 'R': 4, 'H': 6, 'W': 17, 'B': 9, 'M': 20, 'G': 16}",TRUE,1162,21:18.0,"[1, 1, 6, 1, 1, 1, 5, 1, 6, 8, 5, 4, 8, 11, 10, 9, 57, 0, 1, 1162, 2899, 0, 3, 2, 85, 4, 42, 20, 7, 1, 18, 1, 3, 60, 0, 46, 4, 1, 6, 0, 0, 387, 3833, 47, 0, 0, 0, 0, 0, 0]",1014.417697,"['kubajj', 'pool27', 'kubajj', 'kubajj', 'pool27', 'alan', 'meow', 'Nonni', 'Paddy', 'Paddy', 'georgedo', 'timri', 'Fbomb', 'Fbomb', 'Fbomb', 'Nonni', 'Nari', 'Apollogize', 'Nari', 'jack']",387
126,Danny_Dog,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,20,50:41.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 20, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
127,Varon,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,06:33.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,10
128,cwallis,189,93,96,0.492063492,948.2380952,"['none', 'none', 'none', 'none', 'none']","{'K': 25, 'A': 3, 'R': 11, 'H': 20, 'W': 27, 'B': 30, 'M': 15, 'G': 55}","{'K': 41, 'A': 11, 'R': 26, 'H': 43, 'W': 52, 'B': 54, 'M': 32, 'G': 117}",TRUE,3007,10:39.2,"[24, 25, 5, 3, 12, 11, 19, 20, 23, 27, 27, 30, 10, 15, 68, 55, 772, 0, 0, 3032, 1353, 2439, 5, 0, 96, 11, 188, 117, 25, 7, 93, 37, 11, 64, 50, 0, 57, 1, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1192.288818,"['EarlofSurl', 'MhairiM', 'probablyrob', 'whiplash', 'Jamie', 'Jamie', 'pool27', 'Marta', 'pool27', 'probablytom', 'Jamie', 'timri', 'cptKav', 'probablytom', 'creilly2', 'bijtis', 'Jamie', 'umachan', 'umachan', 'Jamie', 'elennon', 'Jamie', 'Jamie', 'Luca1802', 'Jamie', 'Jamie', 'probablytom', 'apropos0', 'basta', 'Frp97', 'probablytom', 'Beth', 'Paddy', 'Jamie', 'l17r', 'demander', 'sophie', 'Sidthesloth']",0
129,Jamie,270,145,125,0.537037037,962.1296296,"['none', 'none', 'none', 'none', 'none']","{'K': 101, 'A': 1, 'R': 13, 'H': 1, 'W': 10, 'B': 91, 'M': 2, 'G': 71}","{'K': 176, 'A': 3, 'R': 29, 'H': 3, 'W': 23, 'B': 162, 'M': 10, 'G': 132}",TRUE,4230,49:47.2,"[59, 101, 3, 1, 13, 13, 1, 1, 12, 10, 81, 91, 6, 2, 94, 71, 1401, 0, 1, 4230, 1574, 3639, 7, 0, 100, 3, 269, 176, 31, 4, 145, 57, 20, 187, 20, 3, 86, 1, 6, 1, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1258.206907,"['probablytom', 'probablytom', 'probablytom', 'probablytom', 'probablyrob', 'creilly2', 'probablytom', 'totem37', 'probablytom', 'kubajj', 'rocinante', 'ECDr', 'ECDr', 'meow', 'umachan', 'Ellen', 'Ellen', 'umachan', 'Ellen', 'rocinante', 'Frp97', 'rocinante', 'sstein', 'Ellen', 'tanini', 'ECDr', 'tanini', 'Fbomb', 'Fbomb', 'charlotte', 'Nari', 'tanini', 'Nari', 'timri', 'Beth', 'sophie', 'Frp97', 'Ellen']",10
130,oxocube,2,2,0,1,1002,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 2, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 2, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,120,52:16.5,"[1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 120, 1728, 0, 2, 2, 60, 0, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1205.336889,,0
131,Cormac,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,07:45.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 10, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
132,Rory,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,34:15.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
133,joanna,1,0,1,0,998,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 1, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,4,23:27.6,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 10, 0, 0, 0, 0, 49, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1194.85321,['pigeon'],0
134,bcslippers,14,6,8,0.428571429,993.4285714,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 2, 'R': 2, 'H': 3, 'W': 0, 'B': 1, 'M': 2, 'G': 0}","{'K': 5, 'A': 3, 'R': 4, 'H': 6, 'W': 2, 'B': 3, 'M': 4, 'G': 1}",TRUE,240,52:45.8,"[1, 2, 3, 2, 3, 2, 3, 3, 1, 0, 2, 1, 1, 2, 0, 0, 24, 0, 0, 245, 2039, 140, 3, 0, 68, 1, 14, 6, 2, 0, 6, 2, 0, 17, 0, 0, 1, 1, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1189.128294,"['creilly2', 'kubajj', 'gummytribble', 'cptKav', 'Nari', 'gummytribble', 'creilly1']",0
135,fixnamefiltr,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,02:23.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
136,BillyBob,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,36:16.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
137,gandhi,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,22:22.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
138,Wormella,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,20,28:45.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
139,RandomUser,1,0,1,0,998,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 1, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,52:39.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 40, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1195.411779,['l17r'],0
