,Username,Played,Won,losses,winrate,newmmr,Games,count_character_has_won,count_character_has_been_played,accepting_games,skill_points,last_logged_in,badge_progressions,elo,lost_against,current_season_skill
159,totem37,23,12,11,0.52173913,995.7391304,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 2, 'R': 3, 'H': 5, 'W': 5, 'B': 4, 'M': 2, 'G': 2}","{'K': 4, 'A': 5, 'R': 6, 'H': 11, 'W': 8, 'B': 7, 'M': 3, 'G': 2}",TRUE,543,48:19.6,"[2, 1, 0, 2, 4, 3, 11, 5, 5, 5, 1, 4, 0, 2, 0, 2, 64, 0, 0, 543, 1423, 0, 5, 1, 75, 2, 23, 11, 3, 0, 12, 2, 0, 21, 1, 0, 3, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1203.991831,"['timri', 'elennon', 'pool27', 'whiplash', 'Etess', 'sophie', 'ECDr', 'cwallis']",0
160,Fbomb,208,103,105,0.495192308,944.9951923,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 2, 'R': 3, 'H': 0, 'W': 16, 'B': 6, 'M': 98, 'G': 80}","{'K': 5, 'A': 10, 'R': 17, 'H': 1, 'W': 28, 'B': 10, 'M': 193, 'G': 152}",FALSE,4029,05:40.1,"[1, 1, 5, 2, 16, 3, 1, 0, 26, 16, 8, 6, 1, 98, 150, 80, 505, 2, 2, 4034, 3075, 2336, 8, 0, 97, 1, 208, 193, 57, 1, 103, 0, 3, 245, 0, 15, 56, 1, 7, 4, 0, 295, 88, 200, 0, 0, 0, 0, 0, 0]",1081.448545,"['whiplash', 'GReat', 'OKaemii', 'Etess', 'cwallis', 'Jamie', 'cwallis', 'Schmofe', 'bijtis', 'Ellen', 'DoctorW', 'jack', 'OKaemii', 'apropos0', 'apropos0', 'walshy1066', 'tanini', 'Kojack', 'Nari', 'apropos0', 'jack', 'ECDr', 'ECDr', 'elennon', 'Sidthesloth', 'timri', 'ECDr', 'Luca1802', 'Benlog', 'apropos0', 'elennon', 'georgedo', 'timri', 'basta', 'apropos0', 'Nonni', 'basta', 'cptKav', 'ECDr', 'Ellen', 'sstein', 'deathseeker', 'Luca1802', 'Frp97', 'ECDr', 'Luca1802', 'Deanerbeck', 'georgedo', 'creilly1']",290
161,Panda,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,26:50.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
162,Steeple,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,13:12.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
163,pete,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,27:24.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
164,Cormac250,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,00:17.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
165,JamesD,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,31:12.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
166,sstein,333,189,144,0.567567568,982.7297297,"['none', 'none', 'none', 'none', None]","{'K': 183, 'A': 118, 'R': 9, 'H': 1, 'W': 1, 'B': 62, 'M': 0, 'G': 4}","{'K': 314, 'A': 199, 'R': 21, 'H': 2, 'W': 4, 'B': 111, 'M': 2, 'G': 9}",TRUE,6337,56:05.4,"[110, 183, 190, 118, 18, 9, 1, 1, 1, 1, 3, 62, 1, 0, 7, 4, 755, 0, 1, 6347, 3042, 1799, 7, 0, 98, 2, 331, 314, 24, 19, 189, 36, 9, 284, 31, 44, 82, 1, 5, 0, 53, 3747, 557, 3215, 0, 0, 0, 0, 0, 0]",4599.350111,"['cwallis', 'Marv_911', 'cwallis', 'Sabotage', 'cwallis', 'kubajj', 'Manakish', 'creilly2', 'Manakish', 'Manakish', 'Manakish', 'Manakish', 'norgart', 'DoctorW', 'rocinante', 'rocinante', 'rocinante', 'tanini', 'Sidthesloth', 'DavetheRave', 'Sidthesloth', 'DavetheRave', 'Fbomb', 'Fbomb', 'creilly1', 'deathseeker', 'creilly1', 'georgedo', 'georgedo', 'creilly1', 'Jhannah', 'Nari', 'musicalSpear', 'musicalSpear', 'adamski5298', 'Apollogize', 'Ellen', 'Vinc0310', 'walshy1066', 'georgedo', 'apropos0', 'apropos0', 'apropos0', 'MhairiM', 'MhairiM', 'MhairiM', 'aaaa', 'apropos0', 'Jambo9000', 'creilly1', 'creilly1', 'DavetheRave', 'alcam456', 'georgedo', 'Ezzey', 'Ezzey', 'Luca1802', 'Ezzey', 'Nari', 'aaaa']",3737
167,yermaw,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,51:08.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
168,shverma,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,49:35.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
169,bijtis,8,4,4,0.5,998,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 3, 'R': 2, 'H': 2, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 2, 'A': 5, 'R': 5, 'H': 4, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,165,55:41.9,"[2, 1, 2, 3, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 165, 2050, 115, 2, 1, 59, 0, 8, 5, 2, 0, 4, 2, 1, 6, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1201.166787,"['Ellen', 'apropos0', 'Ellen']",0
170,OKaemii,29,11,18,0.379310345,981.8275862,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 2, 'R': 6, 'H': 0, 'W': 4, 'B': 1, 'M': 2, 'G': 4}","{'K': 6, 'A': 5, 'R': 14, 'H': 1, 'W': 12, 'B': 3, 'M': 6, 'G': 11}",TRUE,586,32:25.7,"[3, 3, 3, 2, 8, 6, 1, 0, 6, 4, 1, 1, 4, 2, 3, 4, 87, 0, 0, 586, 2919, 0, 3, 1, 72, 1, 29, 14, 5, 1, 11, 4, 3, 32, 2, 35, 4, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1173.174439,"['Frp97', 'Frp97', 'Frp97', 'sstein', 'sstein', 'Frp97', 'cptKav', 'Fbomb', 'sstein', 'Nari', 'umachan', 'l17r', 'norgart', 'ECDr']",0
171,bluelinks,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,12:54.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
172,meow,32,17,15,0.53125,994.96875,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 0, 'R': 0, 'H': 1, 'W': 0, 'B': 14, 'M': 3, 'G': 15}","{'K': 1, 'A': 2, 'R': 3, 'H': 4, 'W': 2, 'B': 23, 'M': 6, 'G': 23}",TRUE,740,36:55.6,"[0, 1, 1, 0, 1, 0, 4, 1, 1, 0, 1, 14, 1, 3, 23, 15, 188, 0, 0, 740, 3153, 524, 5, 2, 81, 1, 32, 23, 3, 1, 17, 0, 3, 35, 0, 0, 6, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1217.357085,"['creilly1', 'bijtis', 'Fbomb', 'Fbomb', 'Frp97', 'Fbomb', 'OKaemii', 'cptKav', 'Jamie']",0
173,jack,81,30,51,0.37037037,946.8888889,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 15, 'R': 25, 'H': 15, 'W': 0, 'B': 2, 'M': 1, 'G': 0}","{'K': 2, 'A': 41, 'R': 75, 'H': 39, 'W': 2, 'B': 2, 'M': 1, 'G': 0}",TRUE,1787,41:18.0,"[0, 2, 40, 15, 2, 25, 39, 15, 0, 0, 0, 2, 0, 1, 0, 0, 236, 1, 1, 1787, 3232, 1112, 7, 1, 93, 0, 81, 75, 10, 0, 30, 0, 2, 104, 0, 36, 9, 1, 10, 0, 0, 399, 397, 178, 0, 0, 0, 0, 0, 0]",1094.900281,"['Luca1802', 'Jamie', 'umachan', 'Nonni', 'Nonni', 'Paddy', 'Nari', 'Paddy', 'Paddy', 'Nari', 'Frp97', 'Nari', 'Nari', 'creilly1', 'creilly1', 'sophie', 'l17r', 'Deanerbeck', 'sstein', 'Frp97', 'elennon', 'timri', 'basta', 'timri', 'timri', 'creilly1', 'creilly1', 'sstein', 'Deanerbeck', 'Paddy', 'sstein', 'Kojack', 'Deanerbeck', 'timri', 'Nonni', 'basta', 'Ellen', 'sstein', 'georgedo', 'Ellen', 'timri', 'deathseeker']",399
174,Schmofe,9,4,5,0.444444444,996.2222222,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 3, 'R': 2, 'H': 0, 'W': 1, 'B': 1, 'M': 1, 'G': 0}","{'K': 2, 'A': 7, 'R': 4, 'H': 1, 'W': 1, 'B': 1, 'M': 2, 'G': 0}",TRUE,210,36:29.0,"[1, 0, 3, 3, 4, 2, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 57, 0, 1, 210, 1693, 0, 2, 1, 63, 0, 9, 7, 0, 0, 4, 0, 0, 10, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1180.887543,"['jack', 'jack', 'jack', 'Ellen']",74
175,Smokepancake,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,24:55.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
176,squidward,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,09:21.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 10, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,10
177,umachan,66,22,44,0.333333333,948.6666667,"['none', 'none', 'none', 'none', 'none']","{'K': 12, 'A': 0, 'R': 5, 'H': 2, 'W': 8, 'B': 6, 'M': 9, 'G': 2}","{'K': 33, 'A': 7, 'R': 12, 'H': 7, 'W': 24, 'B': 12, 'M': 28, 'G': 7}",TRUE,994,03:00.1,"[13, 12, 2, 0, 5, 5, 4, 2, 14, 8, 7, 6, 17, 9, 3, 2, 202, 0, 1, 963, 3170, 742, 3, 0, 81, 7, 65, 33, 8, 0, 22, 13, 0, 57, 1, 28, 11, 1, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1133.708884,"['apropos0', 'demander', 'apropos0', 'apropos0', 'demander', 'Ellen', 'Ellen', 'Ellen', 'sstein', 'tanini', 'tanini', 'tanini', 'ECDr', 'tanini', 'Jamie', 'ECDr', 'Deanerbeck', 'GReat', 'timri', 'timri', 'probablytom', 'creilly1', 'l17r', 'basta', 'rocinante', 'kubajj', 'alan', 'Nari', 'l17r', 'Nari', 'sstein', 'ECDr']",0
178,CaptainMeme,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,15:09.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
179,dsomerville,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,01:15.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
180,Bored,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,45:29.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
181,jonildo,47,18,29,0.382978723,971.106383,"[None, 'none', 'none', None, None]","{'K': 2, 'A': 4, 'R': 9, 'H': 2, 'W': 5, 'B': 3, 'M': 6, 'G': 5}","{'K': 6, 'A': 10, 'R': 14, 'H': 2, 'W': 10, 'B': 6, 'M': 9, 'G': 9}",TRUE,1435,42:24.9,"[0, 2, 7, 4, 13, 9, 2, 2, 10, 5, 1, 3, 0, 6, 0, 5, 20, 2, 2, 1435, 2787, 1089, 6, 0, 85, 2, 33, 14, 9, 0, 18, 3, 12, 38, 2, 0, 3, 1, 3, 1, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1179.142126,"['tanini', 'umachan', 'Jamie', 'creilly1', 'Deanerbeck', 'DoctorW', 'timri', 'GraeChan', 'Luca1802', 'l17r', 'ECDr', 'Benlog']",10
182,tightleish,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,36:43.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
183,ali___,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,17:22.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
184,Nonni,80,32,48,0.4,955.2,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 24, 'R': 3, 'H': 5, 'W': 0, 'B': 23, 'M': 4, 'G': 2}","{'K': 13, 'A': 48, 'R': 13, 'H': 21, 'W': 2, 'B': 42, 'M': 16, 'G': 5}",TRUE,1403,43:45.6,"[3, 3, 2, 24, 6, 3, 20, 5, 0, 0, 39, 23, 7, 4, 3, 2, 357, 0, 1, 1403, 3092, 282, 7, 0, 88, 2, 80, 48, 6, 2, 32, 3, 1, 89, 3, 4, 12, 1, 7, 1, 0, 334, 1931, 0, 0, 0, 0, 0, 0, 0]",1161.203799,"['Luca1802', 'Frp97', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'tanini', 'bladestoe', 'sstein', 'jonildo', 'DoctorW', 'Manakish', 'DoctorW', 'Paddy', 'elennon', 'Nari', 'Nari', 'deathseeker', 'Chrispie111', 'creilly1', 'Significance']",334
185,lordkelvin,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,36:39.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
186,GCorner,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,11:33.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
187,testy,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",FALSE,0,56:51.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
188,aquaktus,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,08:55.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
189,GraeChan,9,3,6,0.333333333,993,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 1, 'R': 2, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 9, 'A': 3, 'R': 3, 'H': 1, 'W': 2, 'B': 0, 'M': 0, 'G': 0}",TRUE,193,51:31.2,"[0, 3, 3, 1, 3, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 198, 4012, 0, 1, 0, 62, 0, 9, 9, 0, 0, 3, 2, 2, 16, 2, 24, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1189.264775,"['sophie', 'sstein', 'Deanerbeck', 'Deanerbeck', 'cptKav', 'Beth']",0
190,Trinder,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",FALSE,0,00:18.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
191,zakala,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,59:13.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
192,Sarisko,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,13:38.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
193,mousecatear,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,01:47.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
194,Mankey1,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,38:44.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1200,,0
