,Username,Played,Won,tag_bg,Games,count_character_has_won,count_character_has_been_played,accepting_games,skill_points,last_logged_in,badge_progressions,elo,lost_against,current_season_skill,win_rate,Knight_played,Archer_played,Rogue_played,Healer_played,Wizard_played,Barbarian_played,Monk_played,Gunner_played,Knight_win,Archer_win,Rogue_win,Healer_win,Wizard_win,Barbarian_win,Monk_win,Gunner_win
131,OKaemii,29,11,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 2, 'R': 6, 'H': 0, 'W': 4, 'B': 1, 'M': 2, 'G': 4}","{'K': 6, 'A': 5, 'R': 14, 'H': 1, 'W': 12, 'B': 3, 'M': 6, 'G': 11}",True,586,2020-04-23 21:32:25.739000,"[3, 3, 3, 2, 8, 6, 1, 0, 6, 4, 1, 1, 4, 2, 3, 4, 87, 0, 0, 586, 2919, 0, 3, 1, 72, 1, 29, 14, 5, 1, 11, 4, 3, 32, 2, 35, 4, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1173.1744386276962,"['Frp97', 'Frp97', 'Frp97', 'sstein', 'sstein', 'Frp97', 'cptKav', 'Fbomb', 'sstein', 'Nari', 'umachan', 'l17r', 'norgart', 'ECDr']",0,37.93103448275862,6,5,14,1,12,3,6,11,3,2,6,0,4,1,2,4
132,tickler,29,11,cosmic,"['none', None, None, 'none', 'none']","{'K': 5, 'A': 2, 'R': 6, 'H': 5, 'W': 2, 'B': 2, 'M': 0, 'G': 0}","{'K': 13, 'A': 6, 'R': 12, 'H': 13, 'W': 5, 'B': 6, 'M': 1, 'G': 0}",True,482,2020-05-18 10:50:22.084000,"[8, 5, 2, 2, 5, 6, 8, 5, 1, 2, 3, 2, 1, 0, 0, 0, 118, 0, 0, 482, 0, 0, 2, 2, 76, 0, 28, 13, 1, 0, 11, 13, 8, 6, 8, 0, 4, 1, 5, 3, 17, 418, 2167, 173, 0, 0, 0, 0, 0, 0]",1024.6074876009936,"['AMrza99', 'adamski5298', 'ECDr', 'adamski5298', 'Jules', 'LLilliputian', 'Michael', 'LLilliputian', 'timri', 'creilly1', 'ECDr', 'aaaa', 'Ellen']",418,37.93103448275862,13,6,12,13,5,6,1,0,5,2,6,5,2,2,0,0
133,ruadh_mor,32,12,nature,"['none', 'none', 'none', 'none', 'none']","{'K': 12, 'A': 0, 'R': 0, 'H': 12, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 30, 'A': 2, 'R': 3, 'H': 27, 'W': 1, 'B': 1, 'M': 0, 'G': 0}",True,456,2020-05-20 02:54:40.470000,"[6, 12, 0, 0, 3, 0, 22, 12, 0, 0, 1, 0, 0, 0, 0, 0, 122, 0, 1, 456, 831, 185, 4, 0, 80, 0, 32, 30, 2, 0, 12, 1, 0, 47, 0, 10, 3, 0, 5, 5, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1131.6648421450845,"['demander', 'Ellen', 'CalHaribo', 'Marta', 'Paulverise', 'Paulverise', 'Paulverise', 'Etess', 'cptKav', 'Etess', 'ECDr', 'ECDr', 'Nari', 'pool27', 'bladestoe', 'gummytribble', 'alan']",10,37.5,30,2,3,27,1,1,0,0,12,0,0,12,0,0,0,0
134,GReat,8,3,green,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 2, 'R': 1, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 5, 'R': 2, 'H': 5, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",True,174,2020-04-20 18:35:50.912000,"[1, 2, 3, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 174, 598, 0, 2, 1, 62, 0, 8, 5, 0, 1, 3, 2, 0, 11, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1191.6409546903103,"['Alliyana', 'tanini', 'creilly1', 'Deanerbeck', 'Deanerbeck']",0,37.5,3,5,2,5,1,0,0,0,2,2,1,1,0,0,0,0
135,jack,81,30,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 15, 'R': 25, 'H': 15, 'W': 0, 'B': 2, 'M': 1, 'G': 0}","{'K': 2, 'A': 41, 'R': 75, 'H': 39, 'W': 2, 'B': 2, 'M': 1, 'G': 0}",True,1787,2020-05-10 17:41:17.992000,"[0, 2, 40, 15, 2, 25, 39, 15, 0, 0, 0, 2, 0, 1, 0, 0, 236, 1, 1, 1787, 3232, 1112, 7, 1, 93, 0, 81, 75, 10, 0, 30, 0, 2, 104, 0, 36, 9, 1, 10, 0, 0, 399, 397, 178, 0, 0, 0, 0, 0, 0]",1094.9002807088389,"['Luca1802', 'Jamie', 'umachan', 'Nonni', 'Nonni', 'Paddy', 'Nari', 'Paddy', 'Paddy', 'Nari', 'Frp97', 'Nari', 'Nari', 'creilly1', 'creilly1', 'sophie', 'l17r', 'Deanerbeck', 'sstein', 'Frp97', 'elennon', 'timri', 'basta', 'timri', 'timri', 'creilly1', 'creilly1', 'sstein', 'Deanerbeck', 'Paddy', 'sstein', 'Kojack', 'Deanerbeck', 'timri', 'Nonni', 'basta', 'Ellen', 'sstein', 'georgedo', 'Ellen', 'timri', 'deathseeker']",399,37.03703703703704,2,41,75,39,2,2,1,0,2,15,25,15,0,2,1,0
136,demander,38,14,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 1, 'R': 10, 'H': 7, 'W': 2, 'B': 1, 'M': 3, 'G': 2}","{'K': 5, 'A': 4, 'R': 23, 'H': 10, 'W': 7, 'B': 5, 'M': 14, 'G': 8}",True,735,2020-05-12 06:27:16.818000,"[1, 2, 3, 1, 18, 10, 4, 7, 5, 2, 2, 1, 2, 3, 3, 2, 156, 0, 1, 744, 2423, 481, 3, 0, 88, 4, 38, 23, 4, 1, 14, 0, 5, 24, 1, 0, 5, 1, 4, 3, 5, 120, 0, 0, 0, 0, 0, 0, 0, 0]",1087.8992663571416,"['BestWilliam', 'Etess', 'Super_Ia', 'Ellen', 'Ellen', 'alan', 'sidb', 'creilly1', 'apropos0', 'cwallis', 'bladestoe', 'Jamie', 'creilly1', 'cwallis', 'Jamie', 'Beth', 'Beth', 'Beth', 'Beth']",111,36.84210526315789,5,4,23,10,7,5,14,8,2,1,10,7,2,1,3,2
137,Hide_on_bush,11,4,cosmic,"['none', 'none', 'none', 'none', None]","{'K': 3, 'A': 0, 'R': 4, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 6, 'A': 4, 'R': 7, 'H': 2, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",True,225,2020-05-19 13:04:57.046000,"[1, 3, 3, 0, 5, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 225, 0, 0, 1, 0, 67, 0, 10, 7, 1, 1, 4, 0, 0, 13, 0, 26, 1, 0, 2, 1, 0, 185, 1560, 70, 0, 0, 0, 0, 0, 0]",1109.9034408823468,"['stru', '7Name1eSs', 'timri', '7Name1eSs', 'georgedo']",185,36.36363636363637,6,4,7,2,1,0,0,0,3,0,4,1,0,0,0,0
138,Atrps,11,4,green,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 0, 'R': 3, 'H': 3, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 3, 'R': 6, 'H': 7, 'W': 1, 'B': 1, 'M': 1, 'G': 0}",True,226,2020-05-07 19:43:47.808000,"[0, 2, 2, 0, 3, 3, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 2, 231, 2471, 0, 2, 0, 62, 0, 11, 7, 1, 0, 4, 0, 4, 11, 0, 13, 0, 1, 3, 3, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0]",1169.8513019701077,"['Benlog', 'georgedo', 'Nari', 'dalinar', 'ECDr', 'cptKav', 'sstein']",80,36.36363636363637,3,3,6,7,1,1,1,0,2,0,3,3,0,0,0,0
139,Lavarider,14,5,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 2, 'R': 3, 'H': 1, 'W': 1, 'B': 0, 'M': 1, 'G': 1}","{'K': 2, 'A': 6, 'R': 8, 'H': 3, 'W': 1, 'B': 2, 'M': 3, 'G': 3}",True,165,2020-05-18 21:33:45.609000,"[0, 1, 0, 2, 7, 3, 3, 1, 0, 1, 1, 0, 1, 1, 2, 1, 66, 0, 0, 189, 0, 0, 2, 0, 64, 1, 14, 8, 1, 0, 5, 0, 0, 0, 0, 0, 3, 1, 4, 4, 7, 189, 1592, 0, 0, 0, 0, 0, 0, 0]",1229.157547165914,"['Michael', 'CannyCaracal', 'CannyCaracal', 'CannyCaracal', 'CannyCaracal', 'CannyCaracal']",165,35.714285714285715,2,6,8,3,1,2,3,3,1,2,3,1,1,0,1,1
140,rowan,14,5,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 4, 'R': 1, 'H': 2, 'W': 1, 'B': 0, 'M': 0, 'G': 0}","{'K': 2, 'A': 8, 'R': 3, 'H': 4, 'W': 6, 'B': 4, 'M': 1, 'G': 0}",False,205,2020-05-18 15:58:00.064000,"[1, 2, 2, 4, 2, 1, 4, 2, 3, 1, 2, 0, 0, 0, 0, 0, 19, 0, 0, 210, 0, 0, 1, 0, 66, 0, 14, 8, 1, 0, 5, 1, 1, 16, 0, 0, 1, 1, 4, 1, 1, 210, 1037, 38, 0, 0, 0, 0, 0, 0]",1047.7941320220752,"['tickler', 'alcam456', 'Chrispie111', 'Ellen', 'Ezzey', 'Jhannah', 'ECDr', 'Martin']",205,35.714285714285715,2,8,3,4,6,4,1,0,2,4,1,2,1,0,0,0
141,Kojack,6,2,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 1, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 2, 'A': 4, 'R': 3, 'H': 1, 'W': 2, 'B': 0, 'M': 0, 'G': 0}",True,157,2020-05-22 23:09:31.814000,"[2, 1, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 165, 2990, 0, 1, 0, 64, 0, 6, 4, 0, 0, 2, 0, 0, 5, 0, 0, 0, 0, 2, 2, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0]",1176.8167461853222,"['Deanerbeck', 'elennon', 'Paddy', 'Beccccca']",22,33.33333333333333,2,4,3,1,2,0,0,0,1,1,1,1,0,0,0,0
142,sophc9797,3,1,green,"[None, 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 2, 'R': 0, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,30,2020-05-15 15:35:48.753000,"[2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 40, 0, 0, 1, 0, 55, 0, 3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0]",1182.3951556066572,['Chrispie111'],30,33.33333333333333,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0
143,Mando,6,2,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 1, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 6, 'A': 4, 'R': 2, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,130,2020-08-23 10:46:36.633000,"[1, 2, 3, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 130, 493, 0, 1, 1, 62, 0, 6, 6, 0, 0, 2, 2, 1, 3, 1, 0, 1, 0, 4, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0]",1167.3504910542206,"['Ellen', 'Shanys', 'TheMaster']",20,33.33333333333333,6,4,2,0,0,0,0,0,2,1,1,0,0,0,0,0
144,claremcskim1,3,1,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 1, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 1, 'R': 2, 'H': 1, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",True,75,2020-05-21 11:45:16.127000,"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 80, 0, 0, 1, 0, 59, 0, 3, 2, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 80, 1586, 0, 0, 0, 0, 0, 0, 0]",1226.7254817986538,['Jhannah'],75,33.33333333333333,1,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0
145,umachan,66,22,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 12, 'A': 0, 'R': 5, 'H': 2, 'W': 8, 'B': 6, 'M': 9, 'G': 2}","{'K': 33, 'A': 7, 'R': 12, 'H': 7, 'W': 24, 'B': 12, 'M': 28, 'G': 7}",True,994,2020-05-01 00:03:00.112000,"[13, 12, 2, 0, 5, 5, 4, 2, 14, 8, 7, 6, 17, 9, 3, 2, 202, 0, 1, 963, 3170, 742, 3, 0, 81, 7, 65, 33, 8, 0, 22, 13, 0, 57, 1, 28, 11, 1, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1133.708883861295,"['apropos0', 'demander', 'apropos0', 'apropos0', 'demander', 'Ellen', 'Ellen', 'Ellen', 'sstein', 'tanini', 'tanini', 'tanini', 'ECDr', 'tanini', 'Jamie', 'ECDr', 'Deanerbeck', 'GReat', 'timri', 'timri', 'probablytom', 'creilly1', 'l17r', 'basta', 'rocinante', 'kubajj', 'alan', 'Nari', 'l17r', 'Nari', 'sstein', 'ECDr']",0,33.33333333333333,33,7,12,7,24,12,28,7,12,0,5,2,8,6,9,2
146,Suzs,3,1,green,"[None, 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 2, 'A': 1, 'R': 2, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,35,2020-04-09 17:36:15.298000,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 42, 207, 0, 1, 0, 61, 0, 3, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1195.848690488812,"['TheMaster', 'TheMaster']",0,33.33333333333333,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
147,Cm83,3,1,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 2, 'A': 2, 'R': 0, 'H': 2, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,47,2020-04-11 11:10:12.724000,"[0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 52, 186, 0, 1, 0, 62, 0, 3, 2, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1195.0028654519829,"['Kjreid', 'Ellen']",0,33.33333333333333,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0
148,Connman96,3,1,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 2, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,54,2020-04-12 18:09:42.524000,"[1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 54, 0, 40, 1, 0, 65, 0, 3, 3, 0, 0, 1, 1, 4, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1195.236741489286,"['Luca1802', 'BestWilliam']",0,33.33333333333333,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0
149,Fudgewolf,9,3,blue,"['none', 'none', None, 'none', 'none']","{'K': 0, 'A': 3, 'R': 2, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 5, 'R': 7, 'H': 2, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",True,128,2020-05-21 16:05:49.011000,"[1, 0, 1, 3, 6, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 1, 1, 128, 0, 0, 2, 0, 63, 0, 9, 7, 1, 0, 3, 0, 0, 11, 0, 0, 2, 0, 3, 2, 1, 128, 222, 40, 0, 0, 0, 0, 0, 0]",1094.0774928381707,"['BetterThanU', 'SGUNNER07', 'AMrza99', 'Andy']",128,33.33333333333333,3,5,7,2,1,0,0,0,0,3,2,1,0,0,0,0
150,GraeChan,9,3,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 1, 'R': 2, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 9, 'A': 3, 'R': 3, 'H': 1, 'W': 2, 'B': 0, 'M': 0, 'G': 0}",True,193,2020-04-28 22:51:31.246000,"[0, 3, 3, 1, 3, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 198, 4012, 0, 1, 0, 62, 0, 9, 9, 0, 0, 3, 2, 2, 16, 2, 24, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1189.2647751697284,"['sophie', 'sstein', 'Deanerbeck', 'Deanerbeck', 'cptKav', 'Beth']",0,33.33333333333333,9,3,3,1,2,0,0,0,3,1,2,0,0,0,0,0
151,bobabell,25,8,purple,"[None, 'none', 'none', 'none', 'none']","{'K': 0, 'A': 4, 'R': 1, 'H': 1, 'W': 1, 'B': 7, 'M': 1, 'G': 1}","{'K': 4, 'A': 13, 'R': 4, 'H': 6, 'W': 4, 'B': 15, 'M': 2, 'G': 2}",True,312,2020-05-18 23:03:44.418000,"[1, 0, 10, 4, 3, 1, 5, 1, 2, 1, 0, 7, 2, 1, 2, 1, 73, 0, 0, 321, 0, 0, 3, 0, 71, 2, 25, 15, 1, 0, 8, 9, 2, 16, 3, 0, 2, 1, 7, 1, 7, 321, 1755, 17, 0, 0, 0, 0, 0, 0]",980.3127221709689,"['alcam456', 'Ellen', 'georgedo', 'musicalSpear', 'apropos0', 'ECDr', 'DavetheRave', 'Chrispie111', 'Martin', 'basta', 'Ezzey', 'Tharry0', 'Ellen', 'LLilliputian', 'Tharry0']",312,32.0,4,13,4,6,4,15,2,2,0,4,1,1,1,7,1,1
152,Super_Ia,7,2,green,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 2, 'R': 2, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 7, 'R': 6, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,103,2020-04-07 22:16:00.662000,"[0, 0, 2, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 103, 115, 0, 2, 2, 62, 0, 7, 7, 0, 0, 2, 0, 1, 2, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1186.5799038166194,"['BestWilliam', 'Ellen', 'cptKav', 'Connman96', 'Mageofheart']",0,28.57142857142857,1,7,6,0,0,0,0,0,0,2,2,0,0,0,0,0
153,Anakhand,29,8,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 0, 'R': 3, 'H': 3, 'W': 6, 'B': 1, 'M': 0, 'G': 2}","{'K': 3, 'A': 7, 'R': 9, 'H': 8, 'W': 18, 'B': 5, 'M': 2, 'G': 4}",False,535,2020-06-07 14:15:21.037000,"[2, 1, 3, 0, 5, 3, 8, 3, 2, 6, 4, 1, 0, 0, 4, 2, 85, 3, 1, 535, 0, 0, 3, 0, 75, 2, 28, 18, 2, 0, 8, 3, 2, 35, 0, 0, 1, 1, 6, 1, 3, 496, 2013, 0, 0, 0, 0, 0, 0, 0]",1029.8809928586882,"['aaaa', 'Martin', 'alcam456', 'Nari', 'Jhannah', 'Jhannah', 'Jhannah', 'LLilliputian', 'aaaa', 'Ezzey', 'sstein', 'cptKav', 'alcam456', 'apropos0', 'Andy', 'Deanerbeck', 'jaymoney', 'l17r', 'apropos0']",496,27.586206896551722,3,7,9,8,18,5,2,4,1,0,3,3,6,1,0,2
154,ruadh_beag,4,1,orange,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 0, 'R': 0, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 4, 'A': 0, 'R': 0, 'H': 4, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,73,2020-04-15 14:02:55.897000,"[0, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 79, 698, 0, 1, 0, 58, 0, 4, 4, 0, 0, 1, 1, 2, 7, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1190.192640880154,"['bladestoe', 'Alliyana']",0,25.0,4,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0
155,Williscraft,5,1,green,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 1, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 4, 'R': 4, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,154,2020-05-29 18:13:56.978000,"[0, 0, 0, 1, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 1, 154, 0, 0, 1, 0, 62, 0, 5, 4, 0, 0, 1, 3, 9, 6, 1, 10, 0, 0, 3, 3, 3, 58, 938, 0, 0, 0, 0, 0, 0, 0]",1051.8538012042354,"['probablytom', 'Ellen', 'sophie', 'cptKav']",58,20.0,1,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0
156,Rilla_Treesp,6,1,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 1, 'G': 0}","{'K': 1, 'A': 3, 'R': 3, 'H': 2, 'W': 1, 'B': 1, 'M': 1, 'G': 0}",True,80,2020-05-20 16:40:40.446000,"[1, 0, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 21, 0, 0, 80, 0, 0, 1, 1, 54, 0, 6, 3, 0, 0, 1, 0, 0, 7, 1, 0, 1, 1, 5, 0, 0, 80, 1164, 0, 0, 0, 0, 0, 0, 0]",1063.5419425943328,"['alcam456', 'alcam456', 'ECDr', 'ECDr']",80,16.666666666666664,1,3,3,2,1,1,1,0,0,1,0,0,0,0,1,0
157,The_big_Ali,6,1,orange,"['none', 'none', None, 'none', 'none']","{'K': 0, 'A': 1, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 4, 'R': 6, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,45,2020-05-18 20:35:58.779000,"[0, 0, 0, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 50, 0, 0, 1, 0, 56, 0, 6, 6, 0, 0, 1, 4, 3, 12, 1, 13, 0, 0, 4, 1, 0, 50, 2133, 0, 0, 0, 0, 0, 0, 0]",911.0690349274735,"['Michael', 'Michael', 'Andy', 'Michael', 'apropos0']",45,16.666666666666664,1,4,6,1,0,0,0,0,0,1,1,0,0,0,0,0
158,Yogurt,1,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 0, 'R': 0, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-13 16:48:26.654000,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 37, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1184.0,['Significance'],0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159,ChrialCentre,1,0,purple,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 0, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,25,2020-05-22 21:06:52.506000,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 2, 30, 0, 0, 0, 0, 53, 0, 1, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 1, 3, 30, 0, 0, 0, 0, 0, 0, 0, 0]",1077.952131342185,['basta'],25,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,grejurn,1,0,cosmic,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 1, 'R': 0, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-19 00:42:32.168000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 43, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 12, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1154.6139907583477,['Frostspear'],0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,Melonchi,1,0,blue,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-14 16:40:22.367000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 43, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1183.1799763504619,['Hide_on_bush'],0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,JustJoe242,1,0,purple,"[None, 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 0, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",True,0,2020-05-14 17:16:01.274000,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 43, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1183.281224457455,['Hide_on_bush'],0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
