,balance_code,mmr_p1,mmr_p2,mmr_winner,winrate1,winrate2,strat_1,strat_2,strat_1_onehot,strat_2_onehot,winner
4104,1.2,299,8606,826.9859438,0.333333333,0.547169811,0.166256158,0.155788177,2,0,2
4105,1.2,9660,5885,931.742268,0.545454545,0.517857143,0.980295567,0.215517241,7,14,2
4106,1.2,8606,11109,826.9859438,0.285714286,0.586750789,0.163793103,0.980295567,23,7,1
4107,1.2,16524,11109,829.2739044,0.508038585,0.586750789,0.756157635,0.980295567,16,7,1
4108,1.2,13656,809,992,0.404255319,0.5,1,0.310344828,17,3,2
4109,1.2,2456,4495,936.4375,0.75,0.833333333,0.215517241,0.155788177,14,0,2
4110,1.2,16524,9660,902.3966245,0.508038585,0.545454545,0.756157635,0.980295567,16,7,2
4111,1.2,16524,8524,872.4835165,0.508038585,0.487179487,0.756157635,0.756157635,16,16,2
4112,1.2,2240,406,995,0,0.6,0.163793103,0.794334975,23,5,2
4113,1.2,15558,1908,985.2207792,0.597325409,0.545454545,0.980295567,0.756157635,7,16,2
4114,1.2,8524,5885,872.4835165,0.487179487,0.517857143,0.756157635,0.215517241,16,14,1
4115,1.2,10289,5885,931.742268,0.541262136,0.517857143,1,0.215517241,17,14,2
4116,1.2,2240,2227,995.1,0.666666667,0.5,0.794334975,0.155788177,5,0,1
4117,1.2,782,2227,1006.44,0.625,0.5,0.794334975,0.155788177,5,0,1
4118,1.2,406,1990,995,1,0.5,0.02770936,0.166256158,22,2,1
4119,1.2,10289,2227,984.573913,0.541262136,0.609756098,1,0.153325123,17,26,2
4120,1.2,9660,406,995,0.545454545,1,0.980295567,0.014778325,7,4,2
4121,1.2,9660,8606,826.9859438,0.545454545,0.285714286,0.980295567,0.163793103,7,23,2
4122,1.2,2227,80,984.573913,0.609756098,0,0.153325123,0.166256158,26,2,1
4123,1.2,15234,5370,626.9569536,0.422818792,0.666666667,0.794334975,0.16317734,5,18,1
